Time;Input voltage [V];Input current [A];Motor revolutions [x100rpm];Controller temperature [°C];BEC voltage [V];BEC current [A];BEC temperature [°C];Input request [%];Incoming power [W];Cruising speed (car) [km/h];Motor temperature [°C];Battery temperature [°C];Output power [%];Automatic regulation;I*T fuse;Low voltage;High current;ESC overheated;Motor overheated;Battery overheated;HW current fuse;HW overvoltage/undervoltage;Pulse current [A];Capacity [%];Motor run time [s];Lowest cell [V];Highest cell [V];Lower cell index;Highest voltage cell index;
15:44:55.778;16.94;0;0;25;5.142;0;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:55.891;16.94;0;0;25;5.142;0;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:55.987;16.94;0;0;25;5.142;0;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.084;16.957;1;0;25;5.009;0;33;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.196;16.923;0;0;25;5.16;0;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.292;16.975;0.1;0;25;5.158;0;32;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.388;16.905;0.1;0;25;5.153;0;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.482;16.923;0;0;25;5.144;0;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.595;16.923;0;0;25;5.149;0;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.693;16.905;0.6;0;24;5.142;0;33;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.788;16.94;0;0;24;5.155;0;33;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.900;16.975;0;0;25;5.162;0;33;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:56.996;16.992;0;0;25;5.158;0;33;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
15:44:57.092;16.923;0;0;25;5.137;0;33;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;20;0;0;0;0;
