Time;Input voltage [V];Input current [A];Motor revolutions [x100rpm];Controller temperature [°C];BEC voltage [V];BEC current [A];BEC temperature [°C];Input request [%];Incoming power [W];Cruising speed (car) [km/h];Motor temperature [°C];Battery temperature [°C];Output power [%];Automatic regulation;I*T fuse;Low voltage;High current;ESC overheated;Motor overheated;Battery overheated;HW current fuse;HW overvoltage/undervoltage;Pulse current [A];Capacity [%];Motor run time [s];Lowest cell [V];Highest cell [V];Lower cell index;Highest voltage cell index;
15:35:32.505;16.94;0;0;25;5.158;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:32.810;16.714;0.8;0;24;5.153;0.015;31;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:33.098;16.94;0.1;0;25;5.162;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:33.402;16.853;0;0;24;5.151;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:33.706;16.87;0;0;24;5.162;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:34.010;16.905;1.3;0;24;5.149;0;31;0;20;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:34.299;16.853;0.5;0;25;5.153;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:34.603;16.992;0;0;22;5.164;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:34.908;16.923;0.8;0;24;5.153;0;31;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:35.211;16.975;0;0;24;5.153;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:35.500;16.87;0;0;25;5.153;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:35.804;16.905;3;0;24;5.155;0;31;0;50;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:36.107;16.905;0;0;24;5.153;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
15:35:36.412;16.888;1;12.2;24;5.166;0;31;7.843;10;11.4;25;0;7.843;0;0;0;0;0;0;0;0;0;12.8;100;0;0;0;0;0;
15:35:36.699;16.94;2;16.6;24;5.16;0;31;7.843;30;15.6;25;0;7.843;0;0;0;0;0;0;0;0;0;25.7;100;0;0;0;0;0;
15:35:37.003;16.905;1.1;16.6;24;5.166;0.004;31;7.843;10;15.6;25;0;7.843;0;0;0;0;0;0;0;0;0;14.1;100;0;0;0;0;0;
15:35:37.307;16.888;1.7;17;24;5.149;0.085;31;7.843;20;15.9;25;0;7.843;0;0;0;0;0;0;0;0;0;21.8;100;1;0;0;0;0;
15:35:37.614;16.957;1;17.1;25;5.16;0;31;7.843;10;16;25;0;7.843;0;0;0;0;0;0;0;0;0;12.8;100;1;0;0;0;0;
15:35:37.901;16.957;1.3;18.3;25;5.146;0;31;8.824;20;17.2;25;0;8.824;0;0;0;0;0;0;0;0;0;14.8;100;1;0;0;0;0;
15:35:38.204;16.975;1.3;18.1;24;5.155;0;31;8.824;20;17;25;0;8.824;0;0;0;0;0;0;0;0;0;14.8;100;2;0;0;0;0;
15:35:38.510;16.94;1.8;18.7;24;5.158;0;31;8.824;30;17.5;24;0;8.824;0;0;0;0;0;0;0;0;0;20.6;100;2;0;0;0;0;
15:35:38.813;16.853;0.8;17.8;24;5.162;0;31;8.824;10;16.7;25;0;8.824;0;0;0;0;0;0;0;0;0;9.1;100;2;0;0;0;0;
15:35:39.118;16.853;5.1;18.1;25;5.162;0;31;8.824;80;17;25;0;8.824;0;0;0;0;0;0;0;0;0;58.3;100;2;0;0;0;0;
15:35:39.405;16.714;1.3;16.5;24;5.146;0.012;31;7.843;20;15.5;25;0;7.843;0;0;0;0;0;0;0;0;0;16.7;100;3;0;0;0;0;
15:35:39.710;16.853;1.3;16.8;24;5.155;0;31;7.843;20;15.7;25;0;7.843;0;0;0;0;0;0;0;0;0;16.7;100;3;0;0;0;0;
15:35:40.014;16.923;1.5;16.8;24;5.142;0;31;8.824;20;15.7;25;0;8.824;0;0;0;0;0;0;0;0;0;17.1;100;3;0;0;0;0;
15:35:40.318;17.079;0;14.9;24;5.153;0.012;31;0;0;14;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;4;0;0;0;0;
15:35:40.604;16.888;1.7;0;25;5.151;0;31;0;20;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;4;0;0;0;0;
15:35:40.911;16.975;0;0;24;5.162;0;31;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;4;0;0;0;0;
