Time;Input voltage [V];Input current [A];Motor revolutions [x100rpm];Controller temperature [°C];BEC voltage [V];BEC current [A];BEC temperature [°C];Input request [%];Incoming power [W];Cruising speed (car) [km/h];Motor temperature [°C];Battery temperature [°C];Output power [%];Automatic regulation;I*T fuse;Low voltage;High current;ESC overheated;Motor overheated;Battery overheated;HW current fuse;HW overvoltage/undervoltage;Pulse current [A];Capacity [%];Motor run time [s];Lowest cell [V];Highest cell [V];Lower cell index;Highest voltage cell index;
16:43:38.360;16.4;0;0;26;5.151;0.015;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:38.472;16.4;0;0;25;5.146;0;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:38.569;16.383;0;0;25;5.149;0.004;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:38.664;16.383;0;0;25;5.104;0.004;33;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:38.777;16.4;0;0;25;5.151;0.023;33;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:38.872;16.348;0;0;25;5.155;0.004;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:38.968;16.4;0.1;0;24;5.063;0.008;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0.3;100;37;0;0;0;0;
16:43:39.063;16.365;0.8;0;25;5.153;0.015;32;0;10;0;25;0;31.373;0;0;0;0;0;0;0;0;0;2.5;100;37;0;0;0;0;
16:43:39.177;16.383;0;0;25;5.144;0.073;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:39.273;16.4;0;0;25;5.135;0.008;33;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:39.368;16.452;1.1;0;25;5.144;0;33;0;10;0;25;0;31.373;0;0;0;0;0;0;0;0;0;3.5;100;37;0;0;0;0;
16:43:39.481;16.418;0;0;25;5.144;0.073;33;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:39.576;16.435;0.5;0;25;5.155;0.012;33;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;1.6;100;37;0;0;0;0;
16:43:39.672;16.452;0;0;25;5.155;0.012;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:39.768;16.435;0;0;25;5.144;0.004;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:39.881;16.4;0;0;24;5.162;0.008;33;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:39.976;16.348;0;0;24;5.146;0.004;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:40.074;16.365;0;0;24;5.137;0.012;32;0;0;0;23;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:40.168;16.383;0;0;25;5.144;0.019;32;0;0;0;23;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:40.281;16.4;0;0;25;5.14;0.004;33;0;0;0;23;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
16:43:40.377;16.383;0;0;25;5.16;0.004;32;0;0;0;25;0;31.373;0;0;0;0;0;0;0;0;0;0;100;37;0;0;0;0;
