Time;Input voltage [V];Input current [A];Motor revolutions [x100rpm];Controller temperature [°C];BEC voltage [V];BEC current [A];BEC temperature [°C];Input request [%];Incoming power [W];Cruising speed (car) [km/h];Motor temperature [°C];Battery temperature [°C];Output power [%];Automatic regulation;I*T fuse;Low voltage;High current;ESC overheated;Motor overheated;Battery overheated;HW current fuse;HW overvoltage/undervoltage;Pulse current [A];Capacity [%];Motor run time [s];Lowest cell [V];Highest cell [V];Lower cell index;Highest voltage cell index;
16:48:17.176;15.982;0.3;0;26;8.277;0.027;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:17.271;15.948;1.5;0;27;8.275;0.015;34;0;20;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:17.368;15.982;3.7;0;25;8.279;0.008;34;0;50;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:17.480;15.982;0;0;25;8.277;0.019;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:17.576;16.052;0;0;25;8.277;0.019;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:17.672;15.93;0;0;26;8.266;0.031;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:17.768;16;0.1;0;26;8.277;0.004;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:17.880;15.686;0.1;0;26;8.277;0.012;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:17.977;16.035;0;0;26;8.277;0.031;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.072;16.052;0.8;0;25;8.279;0.019;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.169;15.965;0.1;0;25;8.277;0.019;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.281;15.913;0.3;0;25;8.277;0.015;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.376;16.035;0.1;0;25;8.277;0.031;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.473;16.156;0.6;0;25;8.277;0.027;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.585;15.948;1.3;0;26;8.282;0.008;32;0;20;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.681;16;0.1;0;25;8.277;0.008;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.777;15.965;0.5;0;25;8.277;0.019;33;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.872;15.913;0;0;25;8.277;0.023;34;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:18.984;16.052;0;0;25;8.275;0;34;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.079;16.174;0.1;0;25;8.275;0.015;34;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.178;15.982;14.1;0;25;8.268;0;34;0;220;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.289;16.052;3.4;0;25;8.277;0.019;34;0;50;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.386;15.948;0.1;0;25;8.277;0.023;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.481;15.965;1;0;25;8.277;0.027;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.592;16;1.1;0;25;8.277;0;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.689;15.982;0.3;0;26;8.279;0.015;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.785;16.087;0.6;0;26;8.277;0.008;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.881;16.017;0;0;25;8.277;0.008;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:19.993;15.982;0.8;0;25;8.293;0.023;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.090;15.93;0;0;25;8.277;0.023;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.185;16.017;0.1;0;25;8.277;0.004;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.282;16.017;0.3;0;26;8.279;0.012;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.394;15.982;0.3;0;26;8.277;0.035;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.490;15.826;0.6;0;26;8.282;0.027;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.587;15.965;0;0;27;8.277;0.027;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.698;16.017;0.8;0;26;8.279;0.015;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.794;15.948;0.8;0;25;8.277;0.023;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.890;16.035;0.6;0;24;8.275;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:20.986;15.93;0;0;25;8.275;0.015;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.096;15.982;0.1;0;26;8.277;0.008;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.194;16.035;0.1;0;27;8.275;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.289;15.913;3.9;0;25;8.275;0;34;0;60;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.402;15.965;0.1;0;26;8.277;0.008;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.498;16;0.8;0;26;8.27;0.008;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.593;16.087;0.6;0;26;8.277;0.015;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.690;15.965;0;0;26;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.802;15.913;0;0;25;8.279;0.004;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.898;14.99;0.3;0;25;8.277;0.015;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:21.993;15.982;0.8;0;25;8.277;0.031;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.089;16.017;0.6;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.203;16.017;0.6;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.298;16.017;0.6;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.394;16.017;0.6;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.506;16.017;0.6;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.602;16.017;0.6;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.698;16.017;0.6;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.795;16.017;0.6;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:22.907;16.035;0;0;25;8.279;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.003;16.035;0;0;25;8.279;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.099;15.965;0.5;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.194;15.948;0.8;0;25;8.279;0.023;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.307;15.982;0;0;25;8.277;0.027;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.402;15.965;0.6;0;28;8.273;0.008;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.500;15.982;0.3;0;28;8.277;0.004;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.609;15.965;0;0;28;8.277;0.008;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.706;15.965;0.6;0;25;8.273;0.008;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.802;16.035;1;0;25;8.277;0;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:23.899;15.965;1;0;25;8.277;0.008;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.011;16.052;0.6;0;25;8.277;0.004;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.107;15.965;0.8;0;25;8.275;0.023;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.204;15.965;0;0;25;8.277;0.027;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.314;17.097;0;0;25;8.273;0.004;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.411;15.982;0.3;0;25;8.277;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.508;16.035;0.6;0;25;8.277;0.031;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.603;15.913;1;0;26;8.277;0.015;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.715;15.982;1;0;25;8.279;0.027;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.811;15.982;1.1;0;25;8.277;0.012;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:24.907;16.017;0;0;25;8.277;0.012;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:25.003;16.052;0;0;25;8.27;0.012;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:25.115;16.052;0.5;0;25;8.279;0.004;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:25.210;16;0.3;0;25;8.279;0.019;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:25.307;16.052;0;0;27;8.275;0.015;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:25.402;15.93;0.8;0;27;8.277;0.019;34;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
16:48:25.516;15.913;0.6;0;28;8.273;0;34;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
