Time (s),Take sample,Powertrain 1 ESC throttle - target (μs)
0.1,,1200
0.2,,1450
0.3,,1200
0.5,,1400
0.6,,1200
0.7,,1000
0.8,,1300
0.9,,1250
1,,1400
