Time (s),Take sample,Powertrain 1 ESC throttle - target (?s)
141.1,,1361.766
141.2,,1364.706
141.3,,1364.706
141.4,,1364.706
141.5,,1358.823
141.6,,1358.823
141.7,,1361.766
141.8,,1361.766
141.9,,1364.706
142,,1361.766
142.1,,1361.766
142.2,,1361.766
142.3,,1355.883
142.4,,1355.883
142.5,,1358.823
142.6,,1355.883
142.7,,1355.883
142.8,,1352.94
142.9,,1352.94
143,,1355.883
143.1,,1358.823
143.2,,1358.823
143.3,,1361.766
143.4,,1367.646
143.5,,1367.646
143.6,,1370.589
143.7,,1373.529
143.8,,1370.589
143.9,,1367.646
144,,1370.589
144.1,,1370.589
144.2,,1370.589
144.3,,1361.766
144.4,,1358.823
144.5,,1352.94
144.6,,1350
144.7,,1344.117
144.8,,1344.117
144.9,,1338.234
145,,1335.2939999999999
145.1,,1332.354
145.2,,1335.2939999999999
145.3,,1341.177
145.4,,1355.883
145.5,,1361.766
145.6,,1364.706
145.7,,1364.706
145.8,,1364.706
145.9,,1370.589
146,,1376.472
146.1,,1382.352
146.2,,1385.295
146.3,,1388.2350000000001
146.4,,1382.352
146.5,,1379.412
146.6,,1376.472
146.7,,1373.529
146.8,,1373.529
146.9,,1376.472
147,,1376.472
147.1,,1376.472
147.2,,1379.412
147.3,,1379.412
147.4,,1379.412
147.5,,1382.352
147.6,,1382.352
147.7,,1385.295
147.8,,1385.295
147.9,,1385.295
148,,1385.295
148.1,,1385.295
148.2,,1376.472
148.3,,1373.529
148.4,,1376.472
148.5,,1388.2350000000001
148.6,,1394.118
148.7,,1397.058
148.8,,1400.001
148.9,,1397.058
149,,1394.118
149.1,,1373.529
149.2,,1373.529
149.3,,1370.589
149.4,,1367.646
149.5,,1358.823
149.6,,1352.94
149.7,,1352.94
149.8,,1358.823
149.9,,1361.766
150,,1364.706
150.1,,1367.646
150.2,,1367.646
150.3,,1367.646
150.4,,1367.646
150.5,,1367.646
150.6,,1358.823
150.7,,1358.823
150.8,,1352.94
150.9,,1350
151,,1352.94
151.1,,1355.883
151.2,,1358.823
151.3,,1361.766
151.4,,1367.646
151.5,,1367.646
151.6,,1370.589
151.7,,1367.646
151.8,,1364.706
151.9,,1364.706
152,,1352.94
152.1,,1352.94
152.2,,1352.94
152.3,,1350
152.4,,1350
152.5,,1350
152.6,,1355.883
152.7,,1358.823
152.8,,1358.823
152.9,,1361.766
153,,1364.706
153.1,,1367.646
153.2,,1364.706
153.3,,1358.823
153.4,,1352.94
153.5,,1350
153.6,,1347.06
153.7,,1344.117
153.8,,1344.117
153.9,,1344.117
154,,1338.234
154.1,,1335.2939999999999
154.2,,1335.2939999999999
154.3,,1338.234
154.4,,1344.117
154.5,,1347.06
154.6,,1352.94
154.7,,1355.883
154.8,,1361.766
154.9,,1364.706
155,,1370.589
155.1,,1373.529
155.2,,1376.472
155.3,,1379.412
155.4,,1385.295
155.5,,1391.175
155.6,,1397.058
155.7,,1402.941
155.8,,1402.941
155.9,,1408.824
156,,1405.8809999999999
156.1,,1405.8809999999999
156.2,,1405.8809999999999
156.3,,1414.7069999999999
156.4,,1417.647
156.5,,1414.7069999999999
156.6,,1414.7069999999999
156.7,,1420.587
156.8,,1423.53
156.9,,1429.413
157,,1435.2930000000001
157.1,,1432.353
157.2,,1435.2930000000001
157.3,,1441.176
157.4,,1444.1190000000001
157.5,,1444.1190000000001
157.6,,1441.176
157.7,,1438.236
157.8,,1435.2930000000001
157.9,,1435.2930000000001
158,,1435.2930000000001
158.1,,1438.236
158.2,,1444.1190000000001
158.3,,1441.176
158.4,,1435.2930000000001
158.5,,1429.413
158.6,,1420.587
158.7,,1417.647
158.8,,1420.587
158.9,,1423.53
159,,1435.2930000000001
159.1,,1441.176
159.2,,1447.059
159.3,,1449.999
159.4,,1452.942
159.5,,1455.882
159.6,,1452.942
159.7,,1464.705
159.8,,1461.7649999999999
159.9,,1458.825
160,,1452.942
160.1,,1449.999
160.2,,1449.999
160.3,,1449.999
160.4,,1452.942
160.5,,1455.882
160.6,,1458.825
160.7,,1452.942
160.8,,1455.882
160.9,,1452.942
161,,1452.942
161.1,,1458.825
161.2,,1464.705
161.3,,1467.648
161.4,,1467.648
161.5,,1473.528
161.6,,1476.471
161.7,,1476.471
161.8,,1476.471
161.9,,1473.528
162,,1473.528
162.1,,1461.7649999999999
162.2,,1444.1190000000001
162.3,,1429.413
162.4,,1417.647
162.5,,1414.7069999999999
162.6,,1411.764
162.7,,1411.764
162.8,,1405.8809999999999
162.9,,1394.118
163,,1388.2350000000001
163.1,,1382.352
163.2,,1376.472
163.3,,1379.412
163.4,,1373.529
163.5,,1373.529
163.6,,1370.589
163.7,,1361.766
163.8,,1358.823
163.9,,1352.94
164,,1355.883
164.1,,1364.706
164.2,,1370.589
164.3,,1373.529
164.4,,1376.472
164.5,,1385.295
164.6,,1385.295
164.7,,1376.472
164.8,,1373.529
164.9,,1367.646
165,,1361.766
165.1,,1364.706
165.2,,1361.766
165.3,,1364.706
165.4,,1367.646
165.5,,1370.589
165.6,,1367.646
165.7,,1370.589
165.8,,1364.706
165.9,,1367.646
166,,1367.646
166.1,,1367.646
166.2,,1367.646
166.3,,1367.646
166.4,,1364.706
166.5,,1355.883
166.6,,1347.06
166.7,,1338.234
166.8,,1323.528
166.9,,1323.528
167,,1314.705
167.1,,1308.825
167.2,,1302.942
167.3,,1294.119
167.4,,1288.236
167.5,,1282.353
167.6,,1273.53
167.7,,1267.647
167.8,,1267.647
167.9,,1264.7069999999999
168,,1255.881
168.1,,1255.881
168.2,,1250.001
168.3,,1238.235
168.4,,1229.412
168.5,,1220.589
168.6,,1214.706
168.7,,1202.94
168.8,,1200
168.9,,1200
169,,1200
169.1,,1200
169.2,,1200
169.3,,1200
169.4,,1200
169.5,,1200
169.6,,1200
169.7,,1200
169.8,,1200
169.9,,1200
170,,1200
170.1,,1200
170.2,,1200
170.3,,1200
170.4,,1200
170.5,,1200
170.6,,1200
170.7,,1200
170.8,,1200
170.9,,1200
171,,1200
171.1,,1200
171.2,,1200
171.3,,1200
171.4,,1200
171.5,,1200
171.6,,1200
171.7,,1200
171.8,,1200
171.9,,1200
172,,1200
172.1,,1200
172.2,,1200
172.3,,1200
172.4,,1200
172.5,,1200
172.6,,1200
172.7,,1200
172.8,,1200
172.9,,1200
173,,1200
173.1,,1200
173.2,,1200
173.3,,1200
173.4,,1200
173.5,,1200
173.6,,1205.883
173.7,,1211.766
173.8,,1223.529
173.9,,1241.175
174,,1250.001
174.1,,1255.881
174.2,,1261.764
174.3,,1267.647
174.4,,1273.53
174.5,,1294.119
174.6,,1299.999
174.7,,1305.882
174.8,,1308.825
174.9,,1311.765
175,,1311.765
175.1,,1308.825
175.2,,1314.705
175.3,,1317.648
175.4,,1320.588
175.5,,1323.528
175.6,,1332.354
175.7,,1338.234
175.8,,1341.177
175.9,,1344.117
176,,1344.117
176.1,,1344.117
176.2,,1344.117
176.3,,1344.117
176.4,,1350
176.5,,1352.94
176.6,,1364.706
176.7,,1361.766
176.8,,1361.766
176.9,,1358.823
177,,1352.94
177.1,,1352.94
177.2,,1364.706
177.3,,1373.529
177.4,,1373.529
177.5,,1367.646
177.6,,1361.766
177.7,,1352.94
177.8,,1350
177.9,,1338.234
178,,1329.411
178.1,,1332.354
178.2,,1335.2939999999999
178.3,,1335.2939999999999
178.4,,1335.2939999999999
178.5,,1332.354
178.6,,1332.354
178.7,,1341.177
178.8,,1347.06
178.9,,1352.94
179,,1355.883
179.1,,1361.766
179.2,,1373.529
179.3,,1379.412
179.4,,1379.412
179.5,,1376.472
179.6,,1373.529
179.7,,1373.529
179.8,,1376.472
179.9,,1379.412
180,,1379.412
180.1,,1370.589
180.2,,1364.706
180.3,,1361.766
180.4,,1364.706
180.5,,1367.646
180.6,,1373.529
180.7,,1382.352
180.8,,1397.058
180.9,,1397.058
181,,1397.058
181.1,,1382.352
181.2,,1370.589
181.3,,1367.646
181.4,,1370.589
181.5,,1364.706
181.6,,1370.589
181.7,,1379.412
181.8,,1388.2350000000001
181.9,,1394.118
182,,1400.001
182.1,,1400.001
182.2,,1397.058
182.3,,1400.001
182.4,,1394.118
182.5,,1391.175
182.6,,1391.175
182.7,,1391.175
182.8,,1391.175
182.9,,1397.058
183,,1400.001
183.1,,1400.001
183.2,,1402.941
183.3,,1402.941
183.4,,1408.824
183.5,,1411.764
183.6,,1411.764
183.7,,1411.764
183.8,,1408.824
183.9,,1408.824
184,,1408.824
184.1,,1405.8809999999999
184.2,,1394.118
184.3,,1388.2350000000001
184.4,,1385.295
184.5,,1373.529
184.6,,1364.706
184.7,,1370.589
184.8,,1370.589
184.9,,1376.472
185,,1391.175
185.1,,1420.587
185.2,,1432.353
185.3,,1432.353
185.4,,1429.413
185.5,,1417.647
185.6,,1411.764
185.7,,1408.824
185.8,,1414.7069999999999
185.9,,1426.47
186,,1435.2930000000001
186.1,,1444.1190000000001
186.2,,1452.942
186.3,,1461.7649999999999
186.4,,1470.588
186.5,,1479.411
186.6,,1488.234
186.7,,1497.06
186.8,,1500
186.9,,1500
187,,1500
187.1,,1500
187.2,,1500
187.3,,1500
187.4,,1500
187.5,,1500
187.6,,1500
187.7,,1500
187.8,,1500
187.9,,1500
188,,1500
188.1,,1494.117
188.2,,1494.117
188.3,,1494.117
188.4,,1494.117
188.5,,1494.117
188.6,,1494.117
188.7,,1494.117
188.8,,1494.117
188.9,,1494.117
189,,1494.117
189.1,,1494.117
189.2,,1494.117
189.3,,1497.06
189.4,,1500
189.5,,1491.1770000000001
189.6,,1485.294
189.7,,1482.354
189.8,,1482.354
189.9,,1485.294
190,,1488.234
190.1,,1491.1770000000001
190.2,,1500
190.3,,1500
190.4,,1500
190.5,,1500
190.6,,1500
190.7,,1500
190.8,,1500
190.9,,1500
191,,1500
191.1,,1500
191.2,,1500
191.3,,1500
191.4,,1500
191.5,,1500
191.6,,1500
191.7,,1500
191.8,,1500
191.9,,1500
192,,1500
192.1,,1500
192.2,,1500
192.3,,1500
192.4,,1500
192.5,,1500
192.6,,1500
192.7,,1500
192.8,,1500
192.9,,1500
193,,1500
193.1,,1500
193.2,,1500
193.3,,1500
193.4,,1500
193.5,,1500
193.6,,1500
193.7,,1500
193.8,,1491.1770000000001
193.9,,1476.471
194,,1464.705
194.1,,1452.942
194.2,,1447.059
194.3,,1435.2930000000001
194.4,,1432.353
194.5,,1426.47
194.6,,1423.53
194.7,,1420.587
194.8,,1420.587
194.9,,1417.647
195,,1414.7069999999999
195.1,,1414.7069999999999
195.2,,1414.7069999999999
195.3,,1414.7069999999999
195.4,,1414.7069999999999
195.5,,1417.647
195.6,,1420.587
195.7,,1420.587
195.8,,1420.587
195.9,,1417.647
196,,1426.47
196.1,,1464.705
196.2,,1467.648
196.3,,1467.648
196.4,,1461.7649999999999
196.5,,1455.882
196.6,,1447.059
196.7,,1435.2930000000001
196.8,,1429.413
196.9,,1423.53
197,,1423.53
197.1,,1426.47
197.2,,1429.413
197.3,,1432.353
197.4,,1432.353
197.5,,1435.2930000000001
197.6,,1441.176
197.7,,1452.942
197.8,,1458.825
197.9,,1467.648
198,,1473.528
198.1,,1482.354
198.2,,1488.234
198.3,,1491.1770000000001
198.4,,1491.1770000000001
198.5,,1491.1770000000001
198.6,,1494.117
198.7,,1497.06
198.8,,1497.06
198.9,,1497.06
199,,1497.06
199.1,,1497.06
199.2,,1500
199.3,,1500
199.4,,1500
199.5,,1500
199.6,,1500
199.7,,1500
199.8,,1500
199.9,,1500
200,,1500
200.1,,1500
200.2,,1500
200.3,,1500
200.4,,1500
200.5,,1500
200.6,,1500
200.7,,1500
200.8,,1500
200.9,,1500
201,,1500
201.1,,1500
201.2,,1500
201.3,,1500
201.4,,1500
201.5,,1500
201.6,,1500
201.7,,1500
201.8,,1500
201.9,,1500
202,,1500
202.1,,1500
202.2,,1497.06
202.3,,1458.825
202.4,,1455.882
202.5,,1455.882
202.6,,1455.882
202.7,,1455.882
202.8,,1444.1190000000001
202.9,,1429.413
203,,1420.587
203.1,,1417.647
203.2,,1414.7069999999999
203.3,,1397.058
203.4,,1385.295
203.5,,1385.295
203.6,,1385.295
203.7,,1385.295
203.8,,1382.352
203.9,,1382.352
204,,1379.412
204.1,,1376.472
204.2,,1376.472
204.3,,1376.472
204.4,,1376.472
204.5,,1376.472
204.6,,1373.529
204.7,,1394.118
204.8,,1394.118
204.9,,1394.118
205,,1394.118
205.1,,1411.764
205.2,,1447.059
205.3,,1444.1190000000001
205.4,,1444.1190000000001
205.5,,1447.059
205.6,,1444.1190000000001
205.7,,1447.059
205.8,,1447.059
205.9,,1444.1190000000001
206,,1447.059
206.1,,1444.1190000000001
206.2,,1447.059
206.3,,1447.059
206.4,,1447.059
206.5,,1444.1190000000001
206.6,,1444.1190000000001
206.7,,1444.1190000000001
206.8,,1447.059
206.9,,1447.059
207,,1447.059
207.1,,1447.059
207.2,,1447.059
207.3,,1444.1190000000001
207.4,,1444.1190000000001
207.5,,1447.059
207.6,,1444.1190000000001
207.7,,1444.1190000000001
207.8,,1447.059
207.9,,1444.1190000000001
208,,1444.1190000000001
208.1,,1444.1190000000001
208.2,,1444.1190000000001
208.3,,1444.1190000000001
208.4,,1447.059
208.5,,1447.059
208.6,,1447.059
208.7,,1447.059
208.8,,1444.1190000000001
208.9,,1447.059
209,,1447.059
209.1,,1444.1190000000001
209.2,,1447.059
209.3,,1444.1190000000001
209.4,,1447.059
209.5,,1444.1190000000001
209.6,,1447.059
209.7,,1444.1190000000001
209.8,,1444.1190000000001
209.9,,1447.059
210,,1444.1190000000001
210.1,,1447.059
210.2,,1447.059
210.3,,1447.059
210.4,,1444.1190000000001
210.5,,1444.1190000000001
210.6,,1447.059
210.7,,1447.059
210.8,,1447.059
210.9,,1444.1190000000001
211,,1447.059
211.1,,1447.059
211.2,,1447.059
211.3,,1444.1190000000001
211.4,,1447.059
211.5,,1447.059
211.6,,1444.1190000000001
211.7,,1447.059
211.8,,1447.059
211.9,,1444.1190000000001
212,,1447.059
212.1,,1444.1190000000001
212.2,,1444.1190000000001
212.3,,1447.059
212.4,,1447.059
212.5,,1444.1190000000001
212.6,,1444.1190000000001
212.7,,1444.1190000000001
212.8,,1444.1190000000001
212.9,,1447.059
213,,1447.059
213.1,,1444.1190000000001
213.2,,1447.059
213.3,,1444.1190000000001
213.4,,1444.1190000000001
213.5,,1441.176
213.6,,1441.176
213.7,,1441.176
213.8,,1441.176
213.9,,1441.176
214,,1441.176
214.1,,1444.1190000000001
214.2,,1444.1190000000001
214.3,,1444.1190000000001
214.4,,1441.176
214.5,,1441.176
214.6,,1441.176
214.7,,1441.176
214.8,,1441.176
214.9,,1441.176
215,,1441.176
215.1,,1441.176
215.2,,1441.176
215.3,,1441.176
215.4,,1441.176
215.5,,1441.176
215.6,,1441.176
215.7,,1441.176
215.8,,1441.176
215.9,,1441.176
216,,1441.176
216.1,,1441.176
216.2,,1441.176
216.3,,1441.176
216.4,,1441.176
216.5,,1441.176
216.6,,1441.176
216.7,,1441.176
216.8,,1444.1190000000001
216.9,,1441.176
217,,1441.176
217.1,,1441.176
217.2,,1444.1190000000001
217.3,,1444.1190000000001
217.4,,1441.176
217.5,,1444.1190000000001
217.6,,1444.1190000000001
217.7,,1441.176
217.8,,1444.1190000000001
217.9,,1441.176
218,,1444.1190000000001
218.1,,1444.1190000000001
218.2,,1441.176
218.3,,1444.1190000000001
218.4,,1441.176
218.5,,1444.1190000000001
218.6,,1444.1190000000001
218.7,,1444.1190000000001
218.8,,1444.1190000000001
218.9,,1444.1190000000001
219,,1444.1190000000001
219.1,,1444.1190000000001
219.2,,1441.176
219.3,,1444.1190000000001
219.4,,1444.1190000000001
219.5,,1444.1190000000001
219.6,,1444.1190000000001
219.7,,1441.176
219.8,,1441.176
219.9,,1441.176
220,,1441.176
220.1,,1444.1190000000001
220.2,,1444.1190000000001
220.3,,1444.1190000000001
220.4,,1441.176
220.5,,1441.176
220.6,,1444.1190000000001
220.7,,1441.176
220.8,,1441.176
220.9,,1441.176
221,,1441.176
221.1,,1441.176
221.2,,1441.176
221.3,,1444.1190000000001
221.4,,1444.1190000000001
221.5,,1444.1190000000001
221.6,,1444.1190000000001
221.7,,1444.1190000000001
221.8,,1441.176
221.9,,1441.176
222,,1441.176
222.1,,1441.176
222.2,,1441.176
222.3,,1444.1190000000001
222.4,,1444.1190000000001
222.5,,1444.1190000000001
222.6,,1441.176
222.7,,1441.176
222.8,,1444.1190000000001
222.9,,1441.176
223,,1444.1190000000001
223.1,,1444.1190000000001
223.2,,1441.176
223.3,,1441.176
223.4,,1441.176
223.5,,1444.1190000000001
223.6,,1444.1190000000001
223.7,,1444.1190000000001
223.8,,1444.1190000000001
223.9,,1441.176
224,,1441.176
224.1,,1441.176
224.2,,1441.176
224.3,,1441.176
224.4,,1444.1190000000001
224.5,,1441.176
224.6,,1444.1190000000001
224.7,,1444.1190000000001
224.8,,1441.176
224.9,,1441.176
225,,1441.176
225.1,,1441.176
225.2,,1444.1190000000001
225.3,,1444.1190000000001
225.4,,1441.176
225.5,,1441.176
225.6,,1441.176
225.7,,1444.1190000000001
225.8,,1444.1190000000001
225.9,,1444.1190000000001
226,,1441.176
226.1,,1441.176
226.2,,1444.1190000000001
226.3,,1441.176
226.4,,1441.176
226.5,,1441.176
226.6,,1441.176
226.7,,1441.176
226.8,,1444.1190000000001
226.9,,1444.1190000000001
227,,1441.176
227.1,,1441.176
227.2,,1441.176
227.3,,1444.1190000000001
227.4,,1444.1190000000001
227.5,,1444.1190000000001
227.6,,1444.1190000000001
227.7,,1441.176
227.8,,1441.176
227.9,,1441.176
228,,1441.176
228.1,,1441.176
228.2,,1441.176
228.3,,1444.1190000000001
228.4,,1444.1190000000001
228.5,,1444.1190000000001
228.6,,1444.1190000000001
228.7,,1444.1190000000001
228.8,,1444.1190000000001
228.9,,1441.176
229,,1444.1190000000001
229.1,,1444.1190000000001
229.2,,1441.176
229.3,,1441.176
229.4,,1444.1190000000001
229.5,,1441.176
229.6,,1444.1190000000001
229.7,,1444.1190000000001
229.8,,1444.1190000000001
229.9,,1444.1190000000001
230,,1444.1190000000001
230.1,,1441.176
230.2,,1444.1190000000001
230.3,,1441.176
230.4,,1441.176
230.5,,1441.176
230.6,,1444.1190000000001
230.7,,1444.1190000000001
230.8,,1441.176
230.9,,1441.176
231,,1441.176
231.1,,1441.176
231.2,,1444.1190000000001
231.3,,1444.1190000000001
231.4,,1444.1190000000001
231.5,,1441.176
231.6,,1444.1190000000001
231.7,,1441.176
231.8,,1444.1190000000001
231.9,,1444.1190000000001
232,,1444.1190000000001
232.1,,1444.1190000000001
232.2,,1444.1190000000001
232.3,,1444.1190000000001
232.4,,1444.1190000000001
232.5,,1444.1190000000001
232.6,,1444.1190000000001
232.7,,1441.176
232.8,,1441.176
232.9,,1441.176
233,,1444.1190000000001
233.1,,1441.176
233.2,,1444.1190000000001
233.3,,1444.1190000000001
233.4,,1444.1190000000001
233.5,,1444.1190000000001
233.6,,1444.1190000000001
233.7,,1444.1190000000001
233.8,,1441.176
233.9,,1444.1190000000001
234,,1444.1190000000001
234.1,,1441.176
234.2,,1444.1190000000001
234.3,,1444.1190000000001
234.4,,1444.1190000000001
234.5,,1444.1190000000001
234.6,,1444.1190000000001
234.7,,1444.1190000000001
234.8,,1444.1190000000001
234.9,,1444.1190000000001
235,,1444.1190000000001
235.1,,1444.1190000000001
235.2,,1441.176
235.3,,1444.1190000000001
235.4,,1441.176
235.5,,1444.1190000000001
235.6,,1444.1190000000001
235.7,,1444.1190000000001
235.8,,1444.1190000000001
235.9,,1444.1190000000001
236,,1444.1190000000001
236.1,,1444.1190000000001
236.2,,1444.1190000000001
236.3,,1444.1190000000001
236.4,,1444.1190000000001
236.5,,1441.176
236.6,,1444.1190000000001
236.7,,1444.1190000000001
236.8,,1444.1190000000001
236.9,,1444.1190000000001
237,,1444.1190000000001
237.1,,1444.1190000000001
237.2,,1441.176
237.3,,1441.176
237.4,,1444.1190000000001
237.5,,1444.1190000000001
237.6,,1444.1190000000001
237.7,,1444.1190000000001
237.8,,1441.176
237.9,,1444.1190000000001
238,,1441.176
238.1,,1441.176
238.2,,1444.1190000000001
238.3,,1441.176
238.4,,1444.1190000000001
238.5,,1444.1190000000001
238.6,,1441.176
238.7,,1441.176
238.8,,1441.176
238.9,,1444.1190000000001
239,,1444.1190000000001
239.1,,1441.176
239.2,,1444.1190000000001
239.3,,1444.1190000000001
239.4,,1441.176
239.5,,1444.1190000000001
239.6,,1444.1190000000001
239.7,,1444.1190000000001
239.8,,1441.176
239.9,,1441.176
240,,1441.176
240.1,,1444.1190000000001
240.2,,1444.1190000000001
240.3,,1441.176
240.4,,1444.1190000000001
240.5,,1444.1190000000001
240.6,,1441.176
240.7,,1441.176
240.8,,1441.176
240.9,,1441.176
241,,1441.176
241.1,,1444.1190000000001
241.2,,1444.1190000000001
241.3,,1444.1190000000001
241.4,,1444.1190000000001
241.5,,1441.176
241.6,,1441.176
241.7,,1441.176
241.8,,1441.176
241.9,,1441.176
242,,1441.176
242.1,,1444.1190000000001
242.2,,1444.1190000000001
242.3,,1441.176
242.4,,1441.176
242.5,,1441.176
242.6,,1444.1190000000001
242.7,,1444.1190000000001
242.8,,1444.1190000000001
242.9,,1441.176
243,,1441.176
243.1,,1441.176
243.2,,1441.176
243.3,,1441.176
243.4,,1444.1190000000001
243.5,,1444.1190000000001
243.6,,1441.176
243.7,,1444.1190000000001
243.8,,1444.1190000000001
243.9,,1444.1190000000001
244,,1441.176
244.1,,1444.1190000000001
244.2,,1441.176
244.3,,1441.176
244.4,,1444.1190000000001
244.5,,1444.1190000000001
244.6,,1444.1190000000001
244.7,,1444.1190000000001
244.8,,1444.1190000000001
244.9,,1444.1190000000001
245,,1441.176
245.1,,1444.1190000000001
245.2,,1441.176
245.3,,1444.1190000000001
245.4,,1444.1190000000001
245.5,,1441.176
245.6,,1432.353
245.7,,1405.8809999999999
245.8,,1402.941
245.9,,1402.941
246,,1402.941
246.1,,1402.941
246.2,,1402.941
246.3,,1402.941
246.4,,1402.941
246.5,,1402.941
246.6,,1402.941
246.7,,1402.941
246.8,,1402.941
246.9,,1402.941
247,,1402.941
247.1,,1402.941
247.2,,1402.941
247.3,,1402.941
247.4,,1402.941
247.5,,1402.941
247.6,,1402.941
247.7,,1402.941
247.8,,1402.941
247.9,,1402.941
248,,1402.941
248.1,,1402.941
248.2,,1402.941
248.3,,1402.941
248.4,,1402.941
248.5,,1402.941
248.6,,1402.941
248.7,,1402.941
248.8,,1402.941
248.9,,1402.941
249,,1402.941
249.1,,1402.941
249.2,,1402.941
249.3,,1402.941
249.4,,1402.941
249.5,,1402.941
249.6,,1402.941
249.7,,1402.941
249.8,,1402.941
249.9,,1402.941
250,,1402.941
250.1,,1402.941
250.2,,1402.941
250.3,,1402.941
250.4,,1402.941
250.5,,1402.941
250.6,,1402.941
250.7,,1402.941
250.8,,1402.941
250.9,,1402.941
251,,1402.941
251.1,,1402.941
251.2,,1402.941
251.3,,1402.941
251.4,,1402.941
251.5,,1402.941
251.6,,1402.941
251.7,,1402.941
251.8,,1402.941
251.9,,1400.001
252,,1397.058
252.1,,1397.058
252.2,,1397.058
252.3,,1397.058
252.4,,1397.058
252.5,,1397.058
252.6,,1397.058
252.7,,1397.058
252.8,,1397.058
252.9,,1397.058
253,,1397.058
253.1,,1397.058
253.2,,1397.058
253.3,,1397.058
253.4,,1397.058
253.5,,1397.058
253.6,,1400.001
253.7,,1400.001
253.8,,1397.058
253.9,,1397.058
254,,1397.058
254.1,,1397.058
254.2,,1397.058
254.3,,1397.058
254.4,,1397.058
254.5,,1397.058
254.6,,1397.058
254.7,,1397.058
254.8,,1397.058
254.9,,1397.058
255,,1397.058
255.1,,1397.058
255.2,,1397.058
255.3,,1397.058
255.4,,1397.058
255.5,,1397.058
255.6,,1397.058
255.7,,1397.058
255.8,,1397.058
255.9,,1397.058
256,,1397.058
256.1,,1397.058
256.2,,1397.058
256.3,,1397.058
256.4,,1400.001
256.5,,1400.001
256.6,,1394.118
256.7,,1397.058
256.8,,1397.058
256.9,,1397.058
257,,1397.058
257.1,,1397.058
257.2,,1397.058
257.3,,1397.058
257.4,,1397.058
257.5,,1397.058
257.6,,1397.058
257.7,,1397.058
257.8,,1397.058
257.9,,1397.058
258,,1397.058
258.1,,1397.058
258.2,,1397.058
258.3,,1397.058
258.4,,1397.058
258.5,,1400.001
258.6,,1400.001
258.7,,1400.001
258.8,,1397.058
258.9,,1397.058
259,,1397.058
259.1,,1397.058
259.2,,1397.058
259.3,,1397.058
259.4,,1397.058
259.5,,1397.058
259.6,,1397.058
259.7,,1397.058
259.8,,1397.058
259.9,,1397.058
260,,1397.058
260.1,,1397.058
260.2,,1397.058
260.3,,1397.058
260.4,,1397.058
260.5,,1397.058
260.6,,1397.058
260.7,,1397.058
260.8,,1397.058
260.9,,1397.058
261,,1397.058
261.1,,1397.058
261.2,,1397.058
261.3,,1397.058
261.4,,1397.058
261.5,,1397.058
261.6,,1397.058
261.7,,1397.058
261.8,,1397.058
261.9,,1397.058
262,,1397.058
262.1,,1397.058
262.2,,1397.058
262.3,,1397.058
262.4,,1397.058
262.5,,1397.058
262.6,,1397.058
262.7,,1397.058
262.8,,1397.058
262.9,,1400.001
263,,1400.001
263.1,,1400.001
263.2,,1397.058
263.3,,1394.118
263.4,,1397.058
263.5,,1397.058
263.6,,1397.058
263.7,,1397.058
263.8,,1397.058
263.9,,1397.058
264,,1397.058
264.1,,1397.058
264.2,,1397.058
264.3,,1397.058
264.4,,1397.058
264.5,,1397.058
264.6,,1397.058
264.7,,1397.058
264.8,,1397.058
264.9,,1397.058
265,,1397.058
265.1,,1397.058
265.2,,1397.058
265.3,,1397.058
265.4,,1397.058
265.5,,1370.589
265.6,,1367.646
265.7,,1367.646
265.8,,1367.646
265.9,,1367.646
266,,1367.646
266.1,,1367.646
266.2,,1367.646
266.3,,1367.646
266.4,,1367.646
266.5,,1367.646
266.6,,1367.646
266.7,,1367.646
266.8,,1367.646
266.9,,1367.646
267,,1367.646
267.1,,1367.646
267.2,,1367.646
267.3,,1367.646
267.4,,1367.646
267.5,,1367.646
267.6,,1367.646
267.7,,1367.646
267.8,,1367.646
267.9,,1367.646
268,,1367.646
268.1,,1367.646
268.2,,1367.646
268.3,,1367.646
268.4,,1367.646
268.5,,1367.646
268.6,,1367.646
268.7,,1367.646
268.8,,1367.646
268.9,,1367.646
269,,1367.646
269.1,,1367.646
269.2,,1367.646
269.3,,1367.646
269.4,,1367.646
269.5,,1367.646
269.6,,1367.646
269.7,,1367.646
269.8,,1367.646
269.9,,1367.646
270,,1367.646
270.1,,1367.646
270.2,,1367.646
270.3,,1367.646
270.4,,1367.646
270.5,,1367.646
270.6,,1370.589
270.7,,1382.352
270.8,,1405.8809999999999
270.9,,1405.8809999999999
271,,1405.8809999999999
271.1,,1405.8809999999999
271.2,,1405.8809999999999
271.3,,1405.8809999999999
271.4,,1402.941
271.5,,1400.001
271.6,,1397.058
271.7,,1394.118
271.8,,1394.118
271.9,,1394.118
272,,1394.118
272.1,,1394.118
272.2,,1394.118
272.3,,1394.118
272.4,,1394.118
272.5,,1394.118
272.6,,1394.118
272.7,,1394.118
272.8,,1394.118
272.9,,1394.118
273,,1394.118
273.1,,1394.118
273.2,,1394.118
273.3,,1391.175
273.4,,1394.118
273.5,,1394.118
273.6,,1394.118
273.7,,1394.118
273.8,,1394.118
273.9,,1394.118
274,,1394.118
274.1,,1394.118
274.2,,1394.118
274.3,,1394.118
274.4,,1394.118
274.5,,1394.118
274.6,,1394.118
274.7,,1394.118
274.8,,1394.118
274.9,,1394.118
275,,1394.118
275.1,,1394.118
275.2,,1394.118
275.3,,1394.118
