Time (s),MGM ESC throttle (μs),MGM force Fz (thrust) (N),MGM torque MZ (torque) (N⋅m),MGM voltage (V),MGM current (A),MGM rotation speed (rpm),MGM electrical power (W),MGM mechanical power (W),MGM motor & ESC efficiency (%),MGM propeller efficiency (N/W),MGM powertrain efficiency (N/W)
34.3,1550,0.001800103,-0.000264312,16.885873794555664,5.159747123718262,12669.992022020813,87.12683868408203,-0.350688785,-0.40250374,-0.00513305,2.06607E-05
34.4,1550,0.004097913,-0.000182359,16.885862350463867,5.158412456512451,12667.069648175613,87.10424041748047,-0.241897583,-0.27771045,-0.016940696,4.70461E-05
34.5,1550,0.004948079,8.8608E-05,16.885967254638672,5.157174587249756,12667.58138416207,87.08387756347656,0.117542565,0.13497625477612019,0.042096063,5.68197E-05
34.6,1550,0.00373495,-4.33093E-05,16.885801315307617,5.163148403167725,12669.410344897258,87.18389892578125,-0.05746007,-0.065906747,-0.065000787,4.28399E-05
34.7,1550,0.000538471,-0.000199597,16.885807037353516,5.158814430236816,12670.24264442876,87.11074829101562,-0.264830709,-0.304016122,-0.002033266,6.18146E-06
34.8,1550,-0.001897704,-7.48175E-05,16.885887145996094,5.160409927368164,12670.740392187794,87.13809967041016,-0.099273667,-0.113926816,0.019115887582302094,-2.17781E-05
34.9,1550,-0.001553083,0.000251809,16.88651466369629,5.101888656616211,12669.354391987577,86.15311431884766,0.3340829312801361,0.38777810987085104,-0.004648796,-1.8027E-05
35,1550,-0.001469572,-0.000424669,16.885709762573242,5.161293983459473,12665.051846370252,87.15211486816406,-0.563230395,-0.646261312,0.002609184,-1.68621E-05
35.1,1550,0.001620088,-0.000172535,16.885822296142578,5.141650676727295,12667.885628108457,86.82099914550781,-0.22888121,-0.263624266,-0.00707829,1.86601E-05
35.2,1550,0.003344499,-0.000376887,16.88564682006836,5.144887447357178,12669.68311533195,86.87475586,-0.500041425,-0.575588876,-0.006688444,3.84979E-05
35.3,1550,0.003320539,0.000245582,16.886146545410156,5.111363887786865,12669.65630456273,86.31124114990234,0.32582908868789673,0.3775048302486539,0.010191043838858604,3.84717E-05
35.4,1550,0.001332969,-0.000269255,16.88570785522461,5.129267216,12668.118765232128,86.61130524,-0.357194543,-0.41241101,-0.003731773,1.53902E-05
35.5,1550,-0.000994637,-0.000224982,16.885784149169922,5.122056484222412,12668.41368369357,86.48993682861328,-0.298469186,-0.345091219,0.003332461,-1.15E-05
35.6,1550,-0.003113092,-2.1643E-05,16.88592529296875,5.123930931091309,12671.500419210957,86.52231598,-0.028719306,-0.033192948,0.10839718580245972,-3.59802E-05
35.7,1550,-0.004218515,-0.000162164,16.885791778564453,5.125992298126221,12670.823155866696,86.55644226074219,-0.215173632,-0.248593441,0.019605169,-4.87372E-05
35.8,1550,-0.001197509,-0.000370144,16.885738372802734,5.149927616119385,12671.162370381637,86.96032715,-0.491151899,-0.564799923,0.002438165,-1.37708E-05
35.9,1550,-4.17647E-05,-2.68672E-05,16.886064529418945,5.127703666687012,12670.535231518965,86.58673858642578,-0.03564889,-0.041171306,0.001171557,-4.82E-07
36,1600,0.001794881,-9.92955E-05,16.885967254638672,5.132935523986816,12670.437313927023,86.67458344,-0.131749764,-0.152005081,-0.013623412,2.07083E-05
36.1,1600,0.000307923,-0.017438477,16.864511489868164,6.704176902770996,13011.04016043799,113.06266784667969,-23.76015091,-21.01502717,-1.29597E-05,2.72348E-06
36.2,1600,-0.002308788,-0.011247786,16.87114715576172,6.225291728973389,13446.634727988205,105.0278091430664,-15.8383255,-15.08012563,0.000145772,-2.19826E-05
36.3,1600,-0.003382225,-0.006265908,16.87667465209961,5.809737205505371,13698.695591986248,98.04904174804688,-8.988595009,-9.167447686,0.00037628,-3.44952E-05
36.4,1600,-0.001673128,-0.003253377,16.879825592041016,5.5812907218933105,13833.885981574254,94.21121215820312,-4.713106155,-5.002701655,0.000354995,-1.77593E-05
36.5,1600,-0.002871179,-0.001990613,16.881343841552734,5.473143100738525,13904.828442621347,92.39401245117188,-2.898552418,-3.137164935,0.000990556,-3.10754E-05
36.6,1600,-0.002667823,-0.001060756,16.88224220275879,5.405716896057129,13942.828628093901,91.26062012,-1.548798323,-1.697115786,0.001722511,-2.9233E-05
36.7,1600,-0.001609623,-0.00035774,16.883155822753906,5.3274760246276855,13961.464444074443,89.94461059570312,-0.523030281,-0.581502635,0.003077494,-1.78957E-05
36.8,1600,-0.002509421,-0.00053273,16.882917404174805,5.352998733520508,13973.707640123961,90.37423706054688,-0.779555619,-0.862586126,0.003219041,-2.7767E-05
36.9,1600,-0.003837306,-0.000616379,16.882946014404297,5.3604559898376465,13984.760671157146,90.50028991699219,-0.902675867,-0.997428689,0.004251034,-4.2401E-05
37,1600,-0.003113171,-0.000444426,16.88286590576172,5.359991550445557,13996.73809088568,90.49201965332031,-0.651411116,-0.719854794,0.004779119,-3.44027E-05
37.1,1600,-0.003386969,-0.000491673,16.88286781311035,5.349205017089844,14005.874734762298,90.30992126464844,-0.7211321,-0.798508152,0.004696738,-3.75038E-05
37.2,1600,-0.003622466,-0.000231241,16.88329315185547,5.342982292175293,14009.201601517065,90.20713806152344,-0.339239955,-0.376067753,0.010678183287382126,-4.01572E-05
37.3,1600,-0.002492641,-0.00029152,16.883140563964844,5.349765777587891,14011.101669074975,90.32084655761719,-0.427730024,-0.473567331,0.005827604,-2.75976E-05
37.4,1600,-0.004239409,-0.000145845,16.883291244506836,5.342645168304443,14013.803728338307,90.20143127441406,-0.214031458,-0.237281667,0.019807411,-4.69994E-05
37.5,1600,-0.001457766,-6.5094E-05,16.883377075195312,5.331860065460205,14012.739457368754,90.01980590820312,-0.095519617,-0.106109562,0.015261428,-1.61938E-05
37.6,1600,-0.001580125,-5.59968E-05,16.883310317993164,5.331311225891113,14013.639366666119,90.01018524169922,-0.082175635,-0.091295934,0.019228635355830193,-1.7555E-05
37.7,1600,-0.002820668,-0.000346915,16.883188247680664,5.341121196746826,14013.442365796618,90.17515563964844,-0.509091794,-0.564558851,0.005540588,-3.12799E-05
37.8,1600,-0.001186023,-0.000169844,16.883203506469727,5.345247268676758,14013.373590345136,90.24489594,-0.249242365,-0.276184455,0.004758511,-1.31423E-05
37.9,1600,-0.00086528,-4.54924E-06,16.88353729248047,5.319481372833252,14012.762771081121,89.81166076660156,-0.006675614,-0.007432903,0.1296180635690689,-9.63439E-06
38,1600,-0.001608316,-0.000220382,16.88325309753418,5.341892242431641,14010.49084981096,90.18852233886719,-0.32333827,-0.358513789,0.004974098,-1.78328E-05
38.1,1600,-6.44323E-05,3.28292E-05,16.88324546813965,5.315885066986084,14010.876691750633,89.74938965,0.048167493,0.053668878,-0.001337672,-7.18E-07
38.2,1600,-0.000423248,-0.000141268,16.883211135864258,5.323075294494629,14009.318170078901,89.87060547,-0.207246855,-0.23060583,0.00204224,-4.70952E-06
38.3,1600,0.000121688,-9.07066E-05,16.88320541381836,5.3332953453063965,14009.815917837936,90.04312133789062,-0.133076072,-0.147791486,-0.000914428,1.35145E-06
38.4,1600,0.001109331,-0.00021952,16.88299560546875,5.330498695373535,14013.331625662875,89.99478912353516,-0.322139055,-0.357953017,-0.003443639,1.23266E-05
38.5,1600,-0.000179932,-0.000329923,16.883142471313477,5.327273368835449,14014.04852231816,89.94111633300781,-0.484177589,-0.538327312,0.000371623,-2.00055E-06
38.6,1600,0.000397598,-0.000252887,16.883148193359375,5.336947441101074,14014.976408070366,90.10447692871094,-0.371148765,-0.411909353,-0.001071263,4.41263E-06
38.7,1600,0.000770277,-0.000226933,16.883285522460938,5.3311238288879395,14011.396587536416,90.00688934326172,-0.332972556,-0.36994121,-0.002313335,8.55798E-06
38.8,1600,0.000259991,-0.00030726,16.88321876525879,5.339301586151123,14011.496836499595,90.14459991455078,-0.450837255,-0.500126742,-0.000576684,2.88415E-06
38.9,1600,0.001362964,7.5678E-05,16.883459091186523,5.330024719238281,14011.403581650127,89.98925781,0.11104011535644531,0.1233926392160356,0.012274517677724361,1.51459E-05
39,1600,-0.000213341,-0.000441162,16.88304328918457,5.3616251945495605,14012.387420312012,90.52055358886719,-0.647349119,-0.715140533,0.000329561,-2.35683E-06
39.1,1600,-0.000188628,-2.83708E-05,16.883617401123047,5.318199634552002,14014.585903388219,89.79045104980469,-0.041637093,-0.046371407,0.004530277,-2.10075E-06
39.2,1600,0.000764902,-0.000149301,16.883310317993164,5.330641269683838,14014.605720043732,89.99887084960938,-0.219114482,-0.2434636,-0.003490877,8.49902E-06
39.3,1600,-0.000241792,-0.000201125,16.88371467590332,5.3104448318481445,14012.105324392372,89.66003418,-0.295120329,-0.329154846,0.000819299,-2.69676E-06
39.4,1600,-0.00023305,-0.0002706,16.883352279663086,5.331476688,14010.834727068372,90.01319885253906,-0.397026747,-0.441076141,0.000586988,-2.58907E-06
39.5,1600,-0.000953527,-0.000435981,16.883283615112305,5.334999084472656,14009.438235697591,90.07230377197266,-0.639612913,-0.710110553,0.001490787,-1.05862E-05
39.6,1600,-0.001446928,-0.000468574,16.88330841064453,5.333680152893066,14011.843045128244,90.05016326904297,-0.687547207,-0.763515756,0.002104478,-1.6068E-05
39.7,1600,-0.000539886,-0.000268033,16.8833065,5.3358845710754395,14012.950446465675,90.08737182617188,-0.393320024,-0.436598388,0.001372638,-5.99292E-06
39.8,1600,-0.000274247,-7.40173E-05,16.883358001708984,5.327210903167725,14011.47119141599,89.94120788574219,-0.108603917,-0.120749895,0.002525203,-3.04918E-06
39.9,1600,-0.000846157,-0.000262784,16.883207321166992,5.336256027,14013.086831683022,90.09311676,-0.38562125,-0.428025192,0.00219427,-9.39203E-06
40,1600,0.000228965,-0.000109303,16.883167266845703,5.344344615936279,14012.995908204792,90.22946166992188,-0.160394624,-0.177763018,-0.001427513,2.53759E-06
40.1,1600,0.000598797,-0.00048289,16.88287353515625,5.358414173126221,14015.088313889728,90.46543121,-0.708716094,-0.783410948,-0.000844904,6.61907E-06
40.2,1600,0.001047035,-0.000368369,16.883119583129883,5.3449578285217285,14018.274132684675,90.23956298828125,-0.540761828,-0.599251362,-0.001936223,1.16028E-05
40.3,1600,0.001116766,-0.000193407,16.883182525634766,5.349084377288818,14019.54123295182,90.30957031,-0.283945769,-0.314413826,-0.003933026,1.2366E-05
40.4,1600,-0.000251926,-0.000231356,16.883310317993164,5.330862998962402,14018.522423721382,90.00261688232422,-0.33963412,-0.377360289,0.000741758,-2.7991E-06
40.5,1600,0.000879289,-0.000145841,16.883129119873047,5.332402706,14015.914784993136,90.02764129638672,-0.214057252,-0.237768353,-0.004107726,9.76687E-06
40.6,1600,0.000938342,-0.000191136,16.883148193359375,5.328860282897949,14016.022028070025,89.96794128417969,-0.280540586,-0.311822863,-0.003344765,1.04297E-05
40.7,1600,-0.000948931,-0.000365086,16.883298873901367,5.320028781890869,14016.841505059723,89.81963348388672,-0.535888195,-0.596626988,0.001770763,-1.05648E-05
40.8,1600,0.001579425,-0.000339047,16.883148193359375,5.332213878631592,14018.890780376782,90.02455902,-0.497739047,-0.552892545,-0.0031732,1.75444E-05
40.9,1600,0.000610412,-0.000229027,16.883255004882812,5.3268818855285645,14016.63284733404,89.93510437011719,-0.336169362,-0.373791042,-0.001815787,6.78725E-06
41,1650,-1.0305E-05,-0.000229715,16.883403778076172,5.323159217834473,14017.17605683219,89.87304688,-0.337192893,-0.375188002,3.0561E-05,-1.15E-07
41.1,1650,0.000994765,-0.016551767,16.86162567138672,6.936244487762451,14344.753532243727,116.95635986328125,-24.86371803,-21.2589696,-4.00087E-05,8.50544E-06
41.2,1650,-0.001335304,-0.0112937,16.867990493774414,6.468471050262451,14777.22173096553,109.1101074,-17.47662926,-16.01742357,7.64051E-05,-1.22381E-05
41.3,1650,0.002299035,-0.006382062,16.873926162719727,6.02497673,15034.03626,101.6650161743164,-10.0476675,-9.883111715,-0.000228813,2.26138E-05
41.4,1650,-0.000308394,-0.003575087,16.877504348754883,5.748275279998779,15170.667437927486,97.01654052734375,-5.679628849,-5.854289234,5.42982E-05,-3.17877E-06
41.5,1650,0.001202545,-0.001967531,16.879432678222656,5.622272491455078,15243.702304659513,94.90077209472656,-3.140803099,-3.30956541,-0.000382878,1.26716E-05
41.6,1650,0.001189149,-0.001180831,16.88045883178711,5.548271656036377,15283.19806478041,93.65737152,-1.889864087,-2.017848752,-0.000629224,1.26968E-05
41.7,1650,-0.000589075,-0.000729481,16.881032943725586,5.510138988494873,15303.690817950983,93.01683807373047,-1.169065595,-1.256832201,0.000503885,-6.33299E-06
41.8,1650,0.002827217,-0.00050385,16.881113052368164,5.499615669250488,15314.152846375662,92.83963012695312,-0.808021128,-0.87034069,-0.003498939,3.04527E-05
41.9,1650,-0.000606072,-0.000381654,16.88141632080078,5.483760356903076,15318.03807654162,92.57363891601562,-0.612211823,-0.661324104,0.000989971,-6.54692E-06
42,1650,0.002983464,-0.000346797,16.881332397460938,5.494604587554932,15322.325468245906,92.75624847,-0.556453288,-0.599909201,-0.005361572,3.21646E-05
42.1,1650,-0.001017062,-0.000425483,16.88129425048828,5.503326892852783,15325.51478409771,92.90328216552734,-0.682850242,-0.735011976,0.001489437,-1.09475E-05
42.2,1650,0.00228837,-4.6181E-05,16.881601333618164,5.489558219909668,15326.737588311356,92.67253112792969,-0.074121132,-0.079981773,-0.030873382,2.46931E-05
42.3,1650,0.001857606,-0.000295833,16.881446838378906,5.497375011444092,15327.675965234128,92.80364227294922,-0.474844009,-0.51166527,-0.003912034,2.00165E-05
42.4,1650,0.001249049,-0.000224624,16.881383895874023,5.4935712814331055,15328.376542290756,92.73908233642578,-0.360562414,-0.388792274,-0.00346417,1.34684E-05
42.5,1650,0.001702617,-0.000381802,16.881240844726562,5.4867634773254395,15328.368382491428,92.62337493896484,-0.612861574,-0.66167051,-0.002778143,1.83822E-05
42.6,1650,-0.000130296,-0.000314363,16.88146973,5.478437900543213,15328.915089046433,92.48408508300781,-0.504627466,-0.545637077,0.000258201,-1.40884E-06
42.7,1650,0.001418815,-0.000109636,16.881772994995117,5.461444378,15328.440654999766,92.19886779785156,-0.175986126,-0.190876669,-0.008062083,1.53886E-05
42.8,1650,-0.001073512,-0.000378105,16.881563186645508,5.484062194824219,15327.015021488523,92.57954406738281,-0.606874108,-0.65551647,0.00176892,-1.15956E-05
42.9,1650,0.002511093,-0.000349772,16.881389617919922,5.483623981,15327.987203294228,92.57118988,-0.561434507,-0.606489414,-0.004472638,2.71261E-05
43,1650,-0.000192075,-0.000266962,16.881669998168945,5.481094837188721,15328.48728,92.53003692626953,-0.428526968,-0.46312199,0.000448222,-2.07582E-06
43.1,1650,0.001689699,-0.000228152,16.881702423095703,5.477719306945801,15328.676123494672,92.47322845458984,-0.366233438,-0.396042643,-0.004613722,1.82723E-05
43.2,1650,-0.00016073,3.08978E-05,16.882259368896484,5.430789470672607,15325.885472124344,91.68399810791016,0.049588516,0.054086337331682444,-0.003241284,-1.75309E-06
43.3,1650,0.001658572,-0.000178469,16.881752014160156,5.450049877166748,15325.102131388814,92.00639343261719,-0.286414027,-0.31129797,-0.005790819,1.80267E-05
43.4,1650,0.002945052,-0.000238451,16.88150405883789,5.466780662536621,15325.830684900282,92.28748321533203,-0.382694274,-0.414676266,-0.007695575,3.19117E-05
43.5,1650,-0.000159615,-0.000306815,16.881378173828125,5.482167720794678,15326.950908779516,92.54654693603516,-0.492448628,-0.532109151,0.000324126,-1.7247E-06
43.6,1650,0.003408709,-0.000354463,16.881296157836914,5.488948345184326,15328.110765969772,92.66056060791016,-0.568968117,-0.614034804,-0.005991038,3.67871E-05
43.7,1650,-7.26808E-05,-0.000353028,16.88138771057129,5.483000755310059,15327.817013193948,92.56066131591797,-0.566653848,-0.612197258,0.000128263,-7.85E-07
43.8,1650,0.002803462,-0.000399735,16.881332397460938,5.497004985809326,15327.266809582088,92.79676818847656,-0.641601026,-0.691404473,-0.004369478,3.02108E-05
43.9,1650,0.000325614,-0.000419054,16.881515502929688,5.480126857757568,15327.618846638828,92.51284790039062,-0.672625959,-0.727062207,-0.000484093,3.51966E-06
44,1650,0.00196006,-0.000309995,16.881486892700195,5.4802775382995605,15326.399539482036,92.5152359,-0.49753505,-0.537787192,-0.003939541,2.11863E-05
44.1,1650,0.001660787,-0.00044329,16.881301879882812,5.479513168334961,15330.215994196511,92.50131225585938,-0.711647928,-0.769338151,-0.00233372,1.79542E-05
44.2,1650,0.000771031,-0.000230123,16.881546020507812,5.461240768432617,15328.941899815654,92.19419098,-0.369403988,-0.40068035,-0.002087228,8.36311E-06
44.3,1650,0.001861862,-0.000403979,16.881420135498047,5.4713592529296875,15327.903273929705,92.36431121826172,-0.648440778,-0.702046882,-0.002871291,2.01578E-05
44.4,1650,-0.000672948,-0.000522358,16.881444931030273,5.481020927429199,15328.129416939666,92.52754974365234,-0.838467002,-0.90618087,0.000802594,-7.27295E-06
44.5,1650,0.002443083,-0.000173893,16.88184166,5.460359097,15331.163696604228,92.18091583251953,-0.279180884,-0.302861887,-0.008750895,2.65031E-05
44.6,1650,-0.00063508,-0.000327437,16.881689071655273,5.465458869934082,15330.963198677871,92.26617431640625,-0.525685847,-0.569749251,0.001208097,-6.88312E-06
44.7,1650,0.002794627,-0.000407937,16.881444931030273,5.485868931,15329.229824163387,92.60939789,-0.654850125,-0.707109831,-0.004267582,3.01765E-05
44.8,1650,0.000984659,-0.00050961,16.88145637512207,5.475315093994141,15328.843982223714,92.43128967285156,-0.818042576,-0.88502774,-0.001203677,1.06529E-05
44.9,1650,0.001120542,-0.000393499,16.881366729736328,5.489708423614502,15325.878478010634,92.67378234863281,-0.63153559,-0.681460928,-0.001774313,1.20912E-05
45,1650,0.002609372,-0.000254347,16.881418228149414,5.493264198303223,15325.968235803248,92.73409271240234,-0.408209801,-0.440193899,-0.006392232,2.81382E-05
45.1,1650,0.00083502,-0.000150234,16.88184928894043,5.460363864898682,15326.046336739677,92.18103790283203,-0.241117254,-0.261569256,-0.003463128,9.05848E-06
45.2,1650,0.003262264,-0.000239565,16.881629943847656,5.480943202972412,15325.261830318528,92.52725219726562,-0.38446787,-0.415518507,-0.008485141,3.52573E-05
45.3,1650,0.000105794,-0.000239871,16.88165855407715,5.470595359802246,15326.709611856517,92.35272216796875,-0.384995341,-0.416874932,-0.000274794,1.14555E-06
45.4,1650,0.002763555,-0.000170938,16.881643295288086,5.4595770835876465,15326.842500017008,92.16663360595703,-0.274359077,-0.297677238,-0.010072768,2.99843E-05
45.5,1650,0.00185453,-0.00013293,16.881629943847656,5.464615345001221,15326.648996204363,92.25161743164062,-0.213353291,-0.231273239,-0.008692294,2.0103E-05
45.6,1650,-0.001616282,-0.000509689,16.881258010864258,5.486379146575928,15327.72375834448,92.61698150634766,-0.818110347,-0.883326493,0.001975629,-1.74513E-05
45.7,1650,-0.000157805,-0.000430286,16.881528854370117,5.469290256500244,15331.59383,92.32997894,-0.690833211,-0.748221995,0.000228427,-1.70914E-06
45.8,1650,-5.70298E-05,-0.000330779,16.88142967224121,5.484403610229492,15332.160357807916,92.58457184,-0.531092346,-0.573629374,0.000107382,-6.16E-07
45.9,1650,0.001824099,-5.22717E-05,16.881805419921875,5.462144852,15330.058626638032,92.21086883544922,-0.083914839,-0.091003202,-0.021737507,1.97818E-05
46,1700,-0.000132415,-0.000314617,16.881540298461914,5.480750084,15328.776372457849,92.52350616455078,-0.505032063,-0.545841921,0.000262191,-1.43115E-06
46.1,1700,0.004340945,-0.016744874,16.857898712158203,7.210533618927002,15644.09549790683,121.5544434,-27.43222046,-22.56784737,-0.000158243,3.57119E-05
46.2,1700,0.001208264,-0.011479836,16.865018844604492,6.713538646697998,16079.02212759773,113.22395324707031,-19.32964706,-17.07204729,-6.25083E-05,1.06715E-05
46.3,1700,-0.000403514,-0.006739458,16.871599197387695,6.215234756469727,16339.099411593159,104.86094665527344,-11.53139019,-10.9968394,3.49926E-05,-3.84808E-06
46.4,1700,0.002104234,-0.003649082,16.87563133239746,5.9067559242248535,16478.886099574316,99.68023681640625,-6.297092438,-6.317292899,-0.00033416,2.11098E-05
46.5,1700,0.003611686,-0.00200569,16.877670288085938,5.752946376800537,16552.86983439968,97.09632873535156,-3.476688385,-3.580658883,-0.001038829,3.71969E-05
46.6,1700,0.00107486,-0.001197986,16.878637313842773,5.691235542297363,16593.53361151016,96.06030273,-2.081705093,-2.16708146,-0.000516337,1.11894E-05
46.7,1700,0.000158214,-0.000754474,16.879304885864258,5.638731479644775,16614.91694849315,95.17786407470703,-1.31271708,-1.379225124,-0.000120524,1.6623E-06
46.8,1700,0.002046325,-0.000530223,16.87957000732422,5.611693859100342,16624.894051700598,94.72297668457031,-0.923093915,-0.974519551,-0.002216811,2.16033E-05
46.9,1700,0.002624202,-0.000303945,16.879858016967773,5.607779502868652,16630.853036581597,94.65852355957031,-0.52934438,-0.559214689,-0.004957458,2.77228E-05
47,1700,2.7066562324762344e-7,-0.000301626,16.879947662353516,5.599462032318115,16634.443348286113,94.51862335205078,-0.525419533,-0.55588996,-5.15E-07,2.8636220061883932e-9
47.1,1700,-0.000656427,-0.000428414,16.879688262939453,5.613529205322266,16638.12924621133,94.75462341308594,-0.746442378,-0.787763577,0.000879407,-6.92765E-06
47.2,1700,0.002665112,-0.000355167,16.879796981811523,5.611474990844727,16639.462790558722,94.72055817,-0.618871868,-0.653365906,-0.004306403,2.81366E-05
47.3,1700,0.004083284,-0.000180233,16.879976272583008,5.588284015655518,16640.79167216364,94.33010101,-0.314076841,-0.332955061,-0.013000908,4.32872E-05
47.4,1700,2.05648E-05,-0.00021628,16.880008697509766,5.581530570983887,16639.326405341377,94.21628571,-0.376861215,-0.399995828,-5.45687E-05,2.1827250407113752e-7
47.5,1700,-0.000901691,-0.000354218,16.87982940673828,5.578858852386475,16638.05347664614,94.1701889,-0.617165267,-0.655372255,0.001461021,-9.57513E-06
47.6,1700,0.001831599,-0.000374874,16.87982177734375,5.597814083099365,16639.950047147195,94.49010467529297,-0.653229833,-0.691320887,-0.002803912,1.9384E-05
47.7,1700,0.000710586,-6.78669E-05,16.880172729492188,5.572743892669678,16640.116740190617,94.06887817382812,-0.118261389,-0.125717861,-0.006008605,7.55389E-06
47.8,1700,0.001445193,-0.000218265,16.880111694335938,5.558412075042725,16635.394547750686,93.82661437988281,-0.380229235,-0.405246671,-0.003800846,1.54028E-05
47.9,1700,-0.000755719,-0.000362189,16.879907608032227,5.561129570007324,16636.137089489574,93.87135314941406,-0.630981386,-0.672176713,0.001197689,-8.05058E-06
48,1700,0.002247816,-0.000328376,16.879777908325195,5.584769248962402,16639.22499069258,94.26966094970703,-0.572180331,-0.606961222,-0.00392851,2.38445E-05
48.1,1700,0.00295119,-0.000145374,16.879880905151367,5.586747169494629,16640.197172498283,94.30362701416016,-0.253323197,-0.268625072,-0.011649902,3.12946E-05
48.2,1700,0.001115561,-0.000298353,16.87979507446289,5.600661754608154,16639.045475107356,94.53802490234375,-0.519861937,-0.549897226,-0.00214588,1.18001E-05
48.3,1700,-0.001082594,-0.000329569,16.880054473876953,5.591923236846924,16640.907075039857,94.39196777,-0.574317157,-0.608438579,0.00188501,-1.14691E-05
48.4,1700,0.00227005,-0.000184284,16.87990951538086,5.602541923522949,16638.785527214462,94.57040405273438,-0.321098506,-0.339533831,-0.007069638,2.40038E-05
48.5,1700,0.002720119,-0.000141026,16.879989624023438,5.603384017944336,16636.06831403809,94.58506774902344,-0.24568522,-0.259750546,-0.011071562,2.87584E-05
48.6,1700,-0.000954897,-0.000333361,16.879663467407227,5.617507457733154,16636.645328419174,94.82163239,-0.580776095,-0.612493232,0.001644175,-1.00705E-05
48.7,1700,0.000672749,-0.000208724,16.87969207763672,5.607528209686279,16637.433331897177,94.65335083007812,-0.363652468,-0.384193985,-0.001849976,7.1075E-06
48.8,1700,0.004433279,-0.000174988,16.879547119140625,5.626169681549072,16636.984542934115,94.96719360351562,-0.304867327,-0.321023841,-0.014541666,4.66822E-05
48.9,1700,0.003101207,-0.000117328,16.879554748535156,5.622115135192871,16636.596369623203,94.89880371,-0.204407036,-0.215394748,-0.015171725,3.26791E-05
49,1700,0.00011045,-0.00032319,16.879491806030273,5.633986949920654,16634.529609021873,95.09883880615234,-0.562986135,-0.592001062,-0.000196186,1.16142E-06
49.1,1700,0.001230244,-0.000260292,16.879499435424805,5.628922462463379,16635.637010359304,95.01339721679688,-0.453449786,-0.477248291,-0.002713077,1.29481E-05
49.2,1700,0.003091377,-0.00024137,16.879440307617188,5.628461837768555,16635.93543,95.00528717041016,-0.420493752,-0.44260039,-0.007351779,3.2539E-05
49.3,1700,0.000670983,-0.000150867,16.879514694213867,5.617972373962402,16636.318936446038,94.82864379882812,-0.26283285,-0.277166092,-0.002552887,7.07574E-06
49.4,1700,-0.002538356,-0.000280718,16.879478454589844,5.605558395385742,16635.649832901105,94.61890411376953,-0.489034206,-0.516846217,0.005190549,-2.68272E-05
49.5,1700,-0.000516,-0.000248079,16.879484176635742,5.621916294,16635.46332320217,94.89505004882812,-0.432168633,-0.455417484,0.001193978,-5.43759E-06
49.6,1700,0.003862069,-0.000166675,16.879362106323242,5.637572288513184,16637.37621330188,95.15862274169922,-0.290390879,-0.305165071,-0.013299555,4.05856E-05
49.7,1700,0.000974953,-0.000171494,16.87946128845215,5.636546611785889,16638.67362,95.14186859,-0.298809916,-0.314067723,-0.003262787,1.02474E-05
49.8,1700,-0.001435219,-0.000226091,16.87952423095703,5.6304779052734375,16638.653804739588,95.03978729248047,-0.393940806,-0.414500944,0.003643236,-1.51012E-05
49.9,1700,0.001306347,-0.000176466,16.879697799682617,5.621204376220703,16638.64564494026,94.88423156738281,-0.307473391,-0.324051082,-0.00424865,1.37678E-05
50,1700,0.002999245,-0.000219524,16.879539489746094,5.628502368927002,16638.27962,95.00653076171875,-0.382489294,-0.402592635,-0.007841382,3.15688E-05
50.1,1700,0.001087766,-0.000222762,16.87943458557129,5.643001556396484,16639.348553368123,95.25067901611328,-0.388155788,-0.407509739,-0.002802395,1.142E-05
50.2,1700,-0.000907378,-0.000298781,16.879384994506836,5.639947891235352,16640.334723401247,95.19885254,-0.520647883,-0.546905631,0.001742786,-9.5314E-06
50.3,1700,0.002180797,-0.000140135,16.87948226928711,5.626887321472168,16638.731905676017,94.97894287109375,-0.244171754,-0.257079885,-0.008931406,2.29608E-05
50.4,1700,0.003078148,-0.000159013,16.87950325012207,5.636723041534424,16638.96853985654,95.14508819580078,-0.277068436,-0.291206245,-0.011109705,3.23522E-05
50.5,1700,0.002510722,-7.6275E-05,16.879426956176758,5.629798412322998,16637.794694438868,95.02777099609375,-0.132894352,-0.139847898,-0.018892622,2.64209E-05
50.6,1700,-0.001285572,-0.000226215,16.87943458557129,5.6314215660095215,16639.127073100637,95.05521392822266,-0.39416647,-0.414671097,0.003261496,-1.35245E-05
50.7,1700,0.00176476,-0.000156906,16.879453659057617,5.626984596252441,16637.967215910383,94.98042297363281,-0.273381323,-0.287829107,-0.006455305,1.85802E-05
50.8,1700,0.003077702,-0.000120086,16.879470825195312,5.634056568145752,16638.848474237853,95.09989166259766,-0.209239364,-0.220020604,-0.014709001,3.23628E-05
50.9,1700,0.000644974,-0.000281446,16.879425048828125,5.627889156341553,16638.481283268073,94.99553680419922,-0.490384787,-0.516218785,-0.00131524,6.78952E-06
51,1000,-0.001195,0.002271404,16.886579513549805,5.168795108795166,16631.362441196816,87.28327178955078,3.9559500217437744,4.532311856746674,-0.000302077,-1.36911E-05
51.1,1000,0.000912419,0.033130035,18.86961555480957,2.2469608783721924,16237.124068014384,42.399288177490234,56.332576751708984,132.86207914352417,1.6197E-05,2.15197E-05
51.2,1000,-0.004825692,0.16771802306175232,19.145183563232422,4.295413494110107,13848.31367247256,82.23648071289062,243.2233428955078,200,-1.98406E-05,-5.86807E-05
