Time (s),MGM ESC throttle (μs),MGM force Fz (thrust) (N),MGM torque MZ (torque) (N⋅m),MGM voltage (V),MGM current (A),MGM rotation speed (rpm),MGM electrical power (W),MGM mechanical power (W),MGM motor & ESC efficiency (%),MGM propeller efficiency (N/W),MGM powertrain efficiency (N/W)
17.4,1400,-0.001305757,-8.06032E-06,16.905115127563477,3.717214822769165,8234.881139119749,62.839942932128906,-0.006950857,-0.011061208,0.18785548210144043,-2.07791E-05
17.5,1400,0.003129373,-0.000214646,16.904905319213867,3.7187297344207764,8234.891047447505,62.86477279663086,-0.18510139,-0.294443755,-0.016906263,4.97794E-05
17.6,1400,0.004713035,-0.000202969,16.90496826171875,3.701491594314575,8236.370885339998,62.57359695,-0.175062805,-0.279771024,-0.026921965,7.53199E-05
17.7,1400,0.000598146,-0.000126026,16.904993057250977,3.699037551879883,8235.135258584549,62.532203674316406,-0.108682804,-0.17380293,-0.005503594,9.56541E-06
17.8,1400,-2.89098E-05,9.17892E-05,16.90515899658203,3.681964159011841,8234.175316477838,62.24419021606445,0.079148039,0.12715731281787157,-0.000365262,-4.64E-07
17.9,1400,0.004299283,-0.000214578,16.904930114746094,3.702467679977417,8233.812205407723,62.58995819091797,-0.185018644,-0.295604346,-0.023237029,6.86897E-05
18,1400,0.00529581,-0.000428702,16.90489959716797,3.7079834938049316,8237.564547413189,62.68309020996094,-0.369813591,-0.58997348,-0.014320213,8.44855E-05
18.1,1400,-0.000456337,-0.000202979,16.905048370361328,3.701329469680786,8238.128739,62.57115555,-0.175108954,-0.279855705,0.002606019,-7.29309E-06
18.2,1400,-0.000873466,-4.23788E-05,16.905044555664062,3.6971542835235596,8239.654038884079,62.50055694580078,-0.036566727,-0.058506243,0.023886919021606445,-1.39753E-05
18.3,1400,0.001267065,4.8974E-05,16.905132293701172,3.7004077434539795,8238.820573666959,62.55588150024414,0.042253173887729645,0.067544688,0.029987458139657974,2.02549E-05
18.4,1400,0.002052191,-1.45708E-06,16.905183792114258,3.695904255,8236.704854269656,62.479942321777344,-0.001256799,-0.002011525,-1.632870555,3.28456E-05
18.5,1400,-0.002957782,-0.000131849,16.90515709,3.6968185901641846,8235.605029888744,62.49530029296875,-0.113710575,-0.181950605,0.026011493057012558,-4.73281E-05
18.6,1400,-0.000686785,-3.7027E-05,16.90515709,3.694089889526367,8236.660558,62.44916915893555,-0.031937338,-0.051141332,0.021504150703549385,-1.09975E-05
18.7,1400,0.004641708,-0.000291039,16.90502357,3.704392194747925,8237.422917,62.62283706665039,-0.251056463,-0.400902377,-0.018488703,7.41217E-05
18.8,1400,0.002585017,-0.000176929,16.905134201049805,3.716995955,8237.885110958234,62.83631516,-0.152631283,-0.242902967,-0.016936349,4.11389E-05
18.9,1400,-0.002537364,-7.97963E-05,16.905166625976562,3.721512794494629,8237.039988884932,62.91279220581055,-0.068830721,-0.109406549,0.036863837,-4.03315E-05
19,1400,0.001406915,-0.000110354,16.90514565,3.721485137939453,8237.560467513524,62.91224670410156,-0.095195323,-0.151314458,-0.01477924,2.23631E-05
19.1,1400,0.004831005,-6.51788E-05,16.905174255371094,3.7071990966796875,8234.971479755171,62.67084503173828,-0.056207895,-0.089687464,-0.08594887,7.70854E-05
19.2,1400,0.000338762,-0.000235278,16.905075073242188,3.714524507522583,8235.175474738382,62.794315338134766,-0.202900067,-0.323118526,-0.001669602,5.39479E-06
19.3,1400,-0.00206447,8.24548E-05,16.905187606811523,3.7089743614196777,8235.150995340397,62.70090866088867,0.071107619,0.11340763885527849,-0.029033028,-3.29257E-05
19.4,1400,0.002733709,-0.000171131,16.905109405517578,3.730423689,8236.608102363332,63.06322098,-0.14760676,-0.234061549,-0.018520216,4.33487E-05
19.5,1400,0.004181489,-0.000191456,16.905160903930664,3.7200801372528076,8236.657644002113,62.888553619384766,-0.165138334,-0.262588868,-0.02532113,6.64905E-05
19.6,1400,-0.000693416,5.22128E-05,16.905244827270508,3.7169435024261475,8235.515272,62.835838317871094,0.045029458,0.071662059,-0.01539917,-1.10354E-05
19.7,1400,-0.00083903,-6.40542E-05,16.90507698059082,3.7120702266693115,8234.856659721763,62.75283432006836,-0.055237297,-0.088023592,0.015189550817012787,-1.33704E-05
19.8,1400,0.003717273,-0.000141562,16.905052185058594,3.704716920852661,8234.175316477838,62.62843322753906,-0.12206623,-0.194905454,-0.030452922,5.93544E-05
19.9,1400,0.003587377,-0.000223018,16.90506362915039,3.7180488109588623,8235.382966778448,62.853851318359375,-0.192332536,-0.305999606,-0.018651953,5.70749E-05
20,1400,2.94665E-05,-0.000166454,16.905046463012695,3.7155632972717285,8237.129746677545,62.811771392822266,-0.143581793,-0.228590588,-0.000205225,4.691242168064491e-7
20.1,1400,0.000463561,5.97434E-05,16.905183792114258,3.7121798992156982,8238.256964670487,62.75508499145508,0.051541131,0.082130608,0.008994008,7.38683E-06
20.2,1400,0.004581909,-6.4451E-05,16.90519905090332,3.7114901542663574,8234.702789220142,62.74348068237305,-0.055578414,-0.088580383,-0.082440443,7.30261E-05
20.3,1400,0.002136956,-0.000184423,16.905214309692383,3.7209630012512207,8234.988382196638,62.90367508,-0.159040138,-0.252831238,-0.013436579,3.39719E-05
20.4,1400,-0.002093278,-0.000164095,16.905155181884766,3.716003656387329,8235.426097146328,62.819618225097656,-0.141517267,-0.225275592,0.014791677705943584,-3.3322E-05
20.5,1400,0.002988151,-0.000181946,16.905107498168945,3.7191033363342285,8233.813953936151,62.87184143066406,-0.156881794,-0.249526324,-0.019047149,4.75277E-05
20.6,1400,0.00520466,-0.000257053,16.90513801574707,3.711440086364746,8234.648585,62.742408752441406,-0.221664771,-0.353293377,-0.02347987,8.29528E-05
20.7,1400,9.45939E-05,-0.000213831,16.905187606811523,3.697815418243408,8235.476804470725,62.512264251708984,-0.184411928,-0.295001199,-0.000512949,1.5132E-06
20.8,1400,-0.001605894,-0.000120175,16.905147552490234,3.717080593109131,8237.630991493434,62.83779525756836,-0.103668123,-0.164977333,0.015490724,-2.55562E-05
20.9,1400,0.002364642,-2.59371E-05,16.90517807006836,3.7172176837921143,8239.191261693593,62.84022521972656,-0.022378651,-0.035611982,-0.105665058,3.76294E-05
21,1450,0.004607397,-0.000216065,16.905099868774414,3.722454309463501,8238.825819252243,62.928462982177734,-0.186414093,-0.296231778,-0.024715926,7.32164E-05
21.1,1450,0.006892301,-0.019335268,16.886852264404297,5.0516743659973145,8629.464555245215,85.30687713623047,-17.47280693,-20.48229426,-0.000394459,8.07942E-05
21.2,1450,0.009647442,-0.012510017,16.89026451,4.806848049163818,9119.807296389608,81.18893432617188,-11.94736671,-14.71551061,-0.000807495,0.000118827
21.3,1450,0.004886622,-0.006410701,16.893789291381836,4.5464982986450195,9400.791734792934,76.80758666992188,-6.311006069,-8.216644078,-0.000774302,6.36216E-05
21.4,1450,-0.002610455,-0.003492497,16.895612716674805,4.407490253448486,9552.317459793672,74.46724700927734,-3.493602037,-4.691461101,0.00074721,-3.50551E-05
21.5,1450,-0.003476277,-0.002240226,16.89661217,4.336402416229248,9633.163003011447,73.27050781,-2.25990057,-3.084325045,0.001538243,-4.74444E-05
21.6,1450,0.002987223,-0.001499431,16.897159576416016,4.3048601150512695,9676.228675338536,72.73990631103516,-1.519361854,-2.088759653,-0.001966104,4.10672E-05
21.7,1450,0.000870545,-0.00054794,16.897418975830078,4.289807319641113,9699.647299411165,72.48667145,-0.556567371,-0.767820282,-0.001564131,1.20097E-05
21.8,1450,-0.00212831,-0.000110404,16.897512435913086,4.279239654541016,9711.255779641491,72.30850219726562,-0.112276919,-0.155274838,0.018955896,-2.94337E-05
21.9,1450,-0.007057604,-0.000292283,16.89757537841797,4.283354759216309,9717.823252415268,72.37831115722656,-0.297441453,-0.410953863,0.023727708,-9.75099E-05
22,1450,-0.002877794,-0.000472322,16.89770508,4.268540382385254,9721.731213450783,72.12854004,-0.480850995,-0.666658487,0.005984792,-3.98981E-05
22.1,1450,0.006434707,-0.000111907,16.89783477783203,4.242922782897949,9722.548941912055,71.69620513916016,-0.113937773,-0.158917438,-0.056475624,8.97496E-05
22.2,1450,0.006745514,0.000132309,16.897666931152344,4.261181831359863,9723.123042,72.00402832,0.13471731543540955,0.18709691939875484,0.050071612,9.36824E-05
22.3,1450,-0.000913106,0.0003142,16.89775276184082,4.252161026000977,9724.309127195762,71.85196685791016,0.31995880603790283,0.44530280865728855,-0.002853823,-1.27082E-05
22.4,1450,-0.00390253,-0.000235641,16.897695541381836,4.263323783874512,9724.483980038514,72.04034423828125,-0.23996444,-0.333097298,0.016262952238321304,-5.41715E-05
22.5,1450,0.002185329,-0.000387062,16.897802352905273,4.267189979553223,9724.375571276007,72.10613250732422,-0.39415881,-0.546636991,-0.005544285,3.03071E-05
22.6,1450,0.008800487,-0.000168552,16.89769936,4.269360542297363,9725.255081,72.14237213134766,-0.171657741,-0.237943046,-0.051267635,0.000121988
22.7,1450,0.005297357,0.000174404,16.8977108,4.266026496887207,9725.178146,72.08608246,0.1776157170534134,0.24639391340315342,0.029824821278452873,7.34865E-05
22.8,1450,-0.001874358,9.44159E-05,16.897689819335938,4.261458873748779,9725.304622713831,72.00881195,0.096156098,0.13353378744795918,-0.019492866,-2.60296E-05
22.9,1450,-0.001088938,-0.000488738,16.897777557373047,4.268256664276123,9724.587726058548,72.12405395507812,-0.497709095,-0.69007366,0.0021879,-1.50981E-05
23,1450,0.006406269,-0.000453064,16.897754669189453,4.274572372436523,9726.057072780475,72.23067474365234,-0.461450845,-0.638857158,-0.013882885,8.86918E-05
23.1,1450,0.008238452,3.85121E-05,16.89782143,4.265709400177002,9728.159969635977,72.08119201660156,0.039233461022377014,0.054429536,0.20998536050319672,0.000114294
23.2,1450,0.001268279,0.000200902,16.897903442382812,4.268261432647705,9727.092784452378,72.12467193603516,0.20464253425598145,0.2837344538420439,0.006197535,1.75845E-05
23.3,1450,-0.003087194,-0.0002096,16.897811889648438,4.274196624755859,9726.173641,72.22457122802734,-0.213481963,-0.295580784,0.014461146667599678,-4.27444E-05
23.4,1450,0.000572434,-0.000444621,16.897737503051758,4.280390263,9726.739581710019,72.32891082763672,-0.452882767,-0.626143487,-0.001263979,7.91432E-06
23.5,1450,0.007678027,-0.000320822,16.89772605895996,4.262571811676025,9727.901770271512,72.02777099609375,-0.326822698,-0.453745387,-0.023492942,0.000106598
23.6,1450,0.005240644,0.000246708,16.89781951904297,4.263250827789307,9727.352149502462,72.03964233398438,0.2513082027435303,0.348847103,0.020853454247117043,7.27467E-05
23.7,1450,-0.002594744,0.000100618,16.897756576538086,4.262228488922119,9726.968638934024,72.02210235595703,0.10248956829309464,0.1423029461875558,-0.025317151,-3.6027E-05
23.8,1450,-0.003340356,-0.000215069,16.897775650024414,4.250100135803223,9725.717275422727,71.81723785,-0.219042286,-0.304999575,0.015249821357429028,-4.65119E-05
23.9,1450,0.003385794,-0.000515676,16.897706985473633,4.253896236419678,9725.380392279023,71.88109588623047,-0.525184393,-0.730629452,-0.006446867,4.71027E-05
24,1450,0.007585317,1.70132E-05,16.897729873657227,4.256860256195068,9725.262075,71.93127441,0.017326699569821358,0.024087853671517223,0.43778196,0.000105452
24.1,1450,0.001904227,0.00033434,16.89780044555664,4.244977951049805,9725.815775857478,71.73078918457031,0.34052005410194397,0.4747195169329643,0.005592113,2.65469E-05
24.2,1450,-0.004962541,-0.000222243,16.897632598876953,4.258100986480713,9726.464479904089,71.95182800292969,-0.22636658,-0.314608542,0.021922584623098373,-6.89703E-05
24.3,1450,-0.00238211,-0.000259216,16.89784049987793,4.252804756164551,9726.335088800452,71.86322021484375,-0.264021516,-0.367394509,0.009022409,-3.31478E-05
24.4,1450,0.006028108,-5.14357E-05,16.89780616760254,4.258481502532959,9725.981303215283,71.95899200439453,-0.05238742,-0.072801771,-0.115067855,8.37714E-05
24.5,1450,0.004182597,0.000364089,16.89782143,4.255821228027344,9726.080386492842,71.91410827636719,0.3708288073539734,0.5156551487743855,0.011279052123427391,5.8161E-05
24.6,1450,-0.002827134,0.000340085,16.897720336914062,4.256433010101318,9726.048330138337,71.92401123046875,0.34637948870658875,0.48159086145460606,-0.008161955,-3.93072E-05
24.7,1450,-0.005534339,-0.000198275,16.897642135620117,4.249701499938965,9725.227104620211,71.80993652,-0.201928139,-0.281198043,0.027407469227910042,-7.70693E-05
24.8,1450,0.001216886,-0.000463611,16.897586822509766,4.253842830657959,9725.22827,71.87967681884766,-0.472152054,-0.656864466,-0.002577319,1.69295E-05
24.9,1450,0.007285759,-6.02003E-05,16.897693634033203,4.240139484405518,9726.696451342139,71.64857482910156,-0.06131861,-0.085582456,-0.118818067,0.000101687
25,1450,0.004049184,0.000231224,16.897624969482422,4.250544071,9726.227845723564,71.82409668,0.23550772666931152,0.3278951393440366,0.017193421721458435,5.63764E-05
25.1,1450,-0.003453671,8.05938E-05,16.89777374267578,4.24614954,9728.294023482087,71.75047302246094,0.082104467,0.1144305570051074,-0.042064346,-4.81345E-05
25.2,1450,-0.002206892,-0.000390101,16.897804260253906,4.233311176300049,9727.655811,71.53366088867188,-0.397387505,-0.555525161,0.005553503,-3.08511E-05
25.3,1450,0.006871881,-0.000614716,16.89748191833496,4.263363361358643,9732.387328530918,72.04010772705078,-0.626501679,-0.86965682,-0.010968655,9.53897E-05
25.4,1450,0.005126133,-1.17082E-05,16.897504806518555,4.2621612548828125,9741.236048059805,72.01988983154297,-0.011943548,-0.01658368,-0.429196805,7.11766E-05
25.5,1450,-0.003837845,0.000169199,16.897659301757812,4.253082752227783,9744.878815617145,71.86714172363281,0.17266422510147095,0.240254751,-0.022227215,-5.34019E-05
25.6,1450,-0.000915981,-0.00051156,16.897541046142578,4.259408473968506,9750.299253742467,71.97352600097656,-0.522328079,-0.725722499,0.001753651,-1.27266E-05
25.7,1450,0.007492699,-0.000297891,16.897523880004883,4.245483398,9753.566088,71.73815918,-0.304263413,-0.424130494,-0.024625698,0.000104445
25.8,1450,0.003137903,0.00027046,16.89756965637207,4.2485504150390625,9753.386572102663,71.79017639160156,0.2762407064437866,0.3847890067845583,0.011359307914972305,4.37094E-05
25.9,1450,-0.004698307,-0.000140518,16.89775848388672,4.231692314147949,9751.373433039775,71.50611114501953,-0.143491223,-0.200669863,0.032742817,-6.5705E-05
26,1500,0.000351829,-0.000475069,16.897804260253906,4.228357315063477,9751.269687019743,71.44995117,-0.485116482,-0.678959815,-0.000725247,4.92413E-06
26.1,1500,0.010832524858415127,-0.018630255,16.877424240112305,5.727531433105469,10129.539915759224,96.66597747802734,-19.76228333,-20.44388801,-0.000548141,0.000112061
26.2,1500,-0.012627743,-0.012476138,16.88134193,5.4498982429504395,10605.215417610745,92.00159454345703,-13.85569382,-15.06027579,0.000911376,-0.000137256
26.3,1500,0.007555159,-0.006907134,16.885122299194336,5.170359134674072,10895.99219805101,87.30214691,-7.881217003,-9.027517587,-0.000958628,8.65404E-05
26.4,1500,0.008362601,-0.003749994,16.887615203857422,4.995542049407959,11056.987370172405,84.36279297,-4.342061996,-5.146892369,-0.001925951,9.91266E-05
26.5,1500,-0.005989088,-0.00194602,16.88915443,4.893290996551514,11140.502916299007,82.64354705810547,-2.270286322,-2.747082338,0.002638032,-7.24689E-05
26.6,1500,-0.014422265,-0.001376607,16.88972282409668,4.856391906738281,11185.88772,82.02310943603516,-1.612534523,-1.965951361,0.008943849,-0.000175832
26.7,1500,0.001338716,-0.000700702,16.890092849731445,4.838085651397705,11212.253197479615,81.71571350097656,-0.822725058,-1.006813813,-0.001627173,1.63826E-05
26.8,1500,0.003530976,-0.000225997,16.89042854309082,4.798350811004639,11223.446110787001,81.04620361328125,-0.26561752,-0.32773593,-0.013293462,4.35675E-05
26.9,1500,-0.011547528,-0.000425373,16.890419006347656,4.783192157745361,11227.987621956088,80.79012298583984,-0.500150025,-0.619073259,0.023088129237294197,-0.000142932
27,1500,-0.005266154,-0.000115344,16.89055633544922,4.784823417663574,11233.990902890584,80.81832885742188,-0.135692745,-0.167898485,0.0388094,-6.51604E-05
27.1,1500,0.008440119,-1.12022E-05,16.890501022338867,4.786712646484375,11237.738582153575,80.84997559,-0.013182918,-0.016305406,-0.64023149,0.000104392
27.2,1500,0.005598812,-0.000215826,16.89044761657715,4.807596206665039,11239.593187972368,81.20245361328125,-0.254029214,-0.312834419,-0.02204003,6.89488E-05
27.3,1500,-0.009418253,-0.000288848,16.89045524597168,4.801135540008545,11243.89923064655,81.09336853027344,-0.34010604,-0.419400539,0.027692107,-0.000116141
27.4,1500,-0.003802245,-0.000213109,16.89041519165039,4.799838066101074,11243.175339877555,81.07125854492188,-0.250911087,-0.30949451,0.015153754502534866,-4.69E-05
27.5,1500,0.009983184,-6.66069E-05,16.890514373779297,4.7893500328063965,11243.604312185107,80.89458465576172,-0.078424849,-0.096946972,-0.12729618,0.00012341
27.6,1500,0.003818852,-0.000109943,16.890413284301758,4.794638633728027,11245.131360345144,80.98342895507812,-0.129467458,-0.159869064,-0.029496618,4.7156E-05
27.7,1500,-0.01443521,-0.000258376,16.89047622680664,4.797277927398682,11240.896424493683,81.02830505371094,-0.304145515,-0.375357084,0.047461528331041336,-0.00017815
27.8,1500,-0.007000592,-0.000295128,16.890531539916992,4.7762956619262695,11240.92673231976,80.67417145,-0.347408593,-0.430631731,0.020150888711214066,-8.67761E-05
27.9,1500,0.010236356407403946,8.74786E-05,16.89059829711914,4.770528316497803,11237.109111919668,80.57707977294922,0.1029401645064354,0.12775366194546223,0.099439867,0.000127038
28,1500,0.000685076,-2.65406E-05,16.890657424926758,4.765378952026367,11237.463480347646,80.49038696289062,-0.031232571,-0.038802859,-0.021934681,8.51128E-06
28.1,1500,-0.009954695,-0.000169714,16.89057731628418,4.775330543518066,11236.357244695833,80.65808868408203,-0.199697137,-0.247584772,0.049848959,-0.000123418
28.2,1500,0.001322987,3.07287E-05,16.890718460083008,4.758986949920654,11236.438842689116,80.38270568847656,0.036157719790935516,0.044981963583268225,0.036589324,1.64586E-05
28.3,1500,0.005469859,0.000100898,16.890853881835938,4.746984958648682,11234.07832931196,80.18062591552734,0.11869937926530838,0.14803997473791242,0.04608161,6.82192E-05
28.4,1500,-0.006066174,-0.000344304,16.890575408935547,4.768643379211426,11233.108478877495,80.54512786865234,-0.405015141,-0.502842478,0.014977647922933102,-7.5314E-05
28.5,1500,-0.01094265,-0.000440577,16.890342712402344,4.799416542053223,11234.056181285212,81.06378936767578,-0.51830703,-0.639381632,0.021112294867634773,-0.000134988
28.6,1500,0.005144044,-0.000268507,16.890073776245117,4.819453239440918,11241.239136065478,81.40091705322266,-0.316081494,-0.388302095,-0.016274422,6.31939E-05
28.7,1500,0.00873695,-9.77942E-05,16.890403747558594,4.804349899291992,11241.563196667379,81.14740753173828,-0.11512462,-0.141870975,-0.075891241,0.000107668
28.8,1500,-0.004819727,-0.000206671,16.890499114990234,4.802290916442871,11240.532730580759,81.11309051513672,-0.243273184,-0.299918512,0.019811995327472687,-5.94198E-05
28.9,1500,-0.012312515,-6.69171E-05,16.890605926513672,4.783188343048096,11239.77503492883,80.79094696044922,-0.078763194,-0.097490125,0.15632319450378418,-0.0001524
29,1500,0.005503244,-4.04137E-06,16.89050865,4.776463985443115,11238.041660414347,80.67690277,-0.00475606,-0.005895194,-1.157101393,6.82134E-05
29.1,1500,0.007622467,-5.01669E-05,16.89050293,4.797001361846924,11240.424321818251,81.02376556396484,-0.05905119,-0.072881317,-0.129082367,9.40769E-05
29.2,1500,-0.006966671,2.15852E-05,16.890657424926758,4.7831878662109375,11239.077954929058,80.79119110107422,0.025404756888747215,0.03144496,-0.274227023,-8.62306E-05
29.3,1500,-0.007771503,-0.000152529,16.890504837036133,4.7950544357299805,11237.183715799241,80.99089050292969,-0.179489642,-0.221617077,0.043297783,-9.59553E-05
29.4,1500,0.000816923,-0.000333156,16.890316009521484,4.8129048347473145,11239.689939878692,81.29148102,-0.392130733,-0.482376153,-0.002083292,1.00493E-05
29.5,1500,0.001590825,-0.000128941,16.890565872192383,4.804590225219727,11241.42797713565,81.15224457,-0.151789501,-0.187042879,-0.010480466,1.9603E-05
29.6,1500,-0.012080479,-0.000197165,16.890806198120117,4.776355743408203,11237.90410951138,80.67649841308594,-0.232029855,-0.287605263,0.052064333111047745,-0.00014974
29.7,1500,-0.005405799,-0.000284953,16.89050293,4.801466464996338,11238.709598273661,81.09918212890625,-0.335364878,-0.413524359,0.016119157895445824,-6.66566E-05
29.8,1500,0.008305239,4.04946E-05,16.890554428100586,4.794078350067139,11240.712246165984,80.97463989257812,0.047667231410741806,0.058866862673312426,0.17423371970653534,0.000102566
29.9,1500,0.005642224,-9.96436E-05,16.890535354614258,4.794600963592529,11241.239136065478,80.98337555,-0.117298424,-0.144842593,-0.048101444,6.96714E-05
30,1500,-0.003695963,-0.000143232,16.890562057495117,4.783975124359131,11240.66561874125,80.80403137207031,-0.168601334,-0.208654604,0.021921314299106598,-4.57398E-05
30.1,1500,-0.000710771,-5.31711E-05,16.89058494567871,4.787469863891602,11241.610989777731,80.86316680908203,-0.062594049,-0.077407365,0.011355255730450153,-8.7898E-06
30.2,1500,0.012773102149367332,-0.000153284,16.890430450439453,4.803534507751465,11242.051618941467,81.13376617,-0.180455685,-0.222417479,-0.07078249,0.000157433
30.3,1500,0.004891389,-0.00016051,16.890432357788086,4.817389965057373,11243.436453456065,81.36779785,-0.188985914,-0.232261303,-0.025882294,6.01146E-05
30.4,1500,-0.007618196,-0.000275109,16.890506744384766,4.805850028991699,11241.988671918076,81.17324066,-0.323874921,-0.398992235,0.023522032,-9.38511E-05
30.5,1500,0.004257561,0.000100456,16.89059829711914,4.794428349,11238.622171852285,80.98076629638672,0.11822706460952759,0.14599401038140059,0.036011729,5.2575E-05
30.6,1500,0.014563980512320995,-1.84443E-05,16.890392303466797,4.808753014,11241.64713,81.22172546386719,-0.021713052,-0.026733059,-0.670747757,0.000179311
30.7,1500,0.00505795,-2.73267E-06,16.890594482421875,4.791996955871582,11241.759031851261,80.93967438,-0.003216991,-0.003974554,-1.572260976,6.24904E-05
30.8,1500,-0.00893014,-0.00025256,16.89052963256836,4.797063827514648,11238.85880603281,81.02494812011719,-0.297245771,-0.366857089,0.030042951926589012,-0.000110215
30.9,1500,-0.00011627,4.04472E-05,16.89059066772461,4.789676189422607,11239.668957537562,80.90045928955078,0.047607034,0.058846432,-0.002442287,-1.4372E-06
31,1550,0.008564878,-0.000110222,16.890331268310547,4.808110237121582,11238.784202153234,81.21057129,-0.129722342,-0.15973578,-0.066024691,0.000105465
31.1,1550,0.001204636,-0.018670354,16.869298934936523,6.363583087921143,11603.317408723286,107.34918212890625,-22.68628311,-21.13316655,-5.30997E-05,1.12217E-05
31.2,1550,0.00390952,-0.011937323,16.875,5.952280521392822,12071.947506697505,100.44473266601562,-15.09082222,-15.02400488,-0.000259066,3.89221E-05
31.3,1550,0.005560995,-0.006778347,16.879568099975586,5.617254734039307,12343.62802533798,94.81683349609375,-8.761838913,-9.240805358,-0.000634684,5.86499E-05
31.4,1550,0.004096064,-0.003577575,16.88254165649414,5.390314579,12496.335172712914,91.00221252441406,-4.681662083,-5.144558847,-0.000874917,4.50106E-05
31.5,1550,0.001553741,-0.001974924,16.884174346923828,5.270798206329346,12578.25256385676,88.99307250976562,-2.601353884,-2.923096903,-0.000597282,1.74591E-05
31.6,1550,-0.000601092,-0.00095489,16.885196685791016,5.179095268249512,12621.520482638633,87.45004272460938,-1.262099028,-1.44322291,0.000476264,-6.87355E-06
31.7,1550,-0.00310453,-0.000857786,16.88536262512207,5.158979892730713,12643.234874337235,87.11124420166016,-1.135705709,-1.303741708,0.002733569,-3.56387E-05
31.8,1550,-0.002060608,-0.00045685,16.88571548461914,5.137754440307617,12655.475739015516,86.75466156,-0.605452776,-0.697890809,0.003403417,-2.37521E-05
31.9,1550,0.001810022,-0.000350254,16.88566780090332,5.158668041229248,12663.396572792197,87.10755157470703,-0.464473993,-0.533218961,-0.003896928,2.07792E-05
32,1550,0.003289874,2.50939E-05,16.885940551757812,5.132586956,12660.98010650536,86.66855621,0.033270922,0.038388685788959265,0.098881379,3.79593E-05
32.1,1550,0.004112611,-0.000436279,16.885475158691406,5.1731061935424805,12666.03451934652,87.35035705566406,-0.578673124,-0.662473682,-0.007106966,4.70818E-05
32.2,1550,0.003404224,-0.000117241,16.885934829711914,5.135611534118652,12668.222511252161,86.71960449,-0.15553312,-0.17935175,-0.021887451,3.92555E-05
32.3,1550,0.000113702,6.68161E-05,16.886064529418945,5.126811981201172,12669.739068241632,86.57167816,0.088649698,0.10240034898743033,0.001282598,1.31338E-06
32.4,1550,-0.003108556,-0.000294489,16.88593292236328,5.1314544677734375,12669.380037071182,86.64939880371094,-0.390708596,-0.450907461,0.0079562,-3.58751E-05
32.5,1550,-0.002774059,-3.19608E-05,16.886056900024414,5.117825984954834,12670.534065833346,86.41989899,-0.042407293,-0.049071212,0.065414667,-3.20998E-05
32.6,1550,-0.000775484,-0.00013706,16.885799407958984,5.128025054931641,12671.003837137541,86.59080505371094,-0.181865662,-0.21002884,0.004264047,-8.95573E-06
32.7,1550,0.001168765,4.79908E-05,16.886117935180664,5.113879680633545,12670.960706769662,86.35357666015625,0.063679039,0.07374222,0.018353997,1.35346E-05
32.8,1550,0.006354167,-0.000166904,16.885913848876953,5.125333309173584,12670.867451920194,86.54593658447266,-0.221462891,-0.255890563,-0.028691791,7.34196E-05
32.9,1550,0.006720419,0.000135412,16.88605308532715,5.112664222717285,12666.434349513613,86.33271789550781,0.17961446940898895,0.2080491278320551,0.037415798753499985,7.78432E-05
33,1550,0.004531713,-0.000462913,16.88579750061035,5.149532794952393,12665.768743025536,86.95396423339844,-0.613987327,-0.706106192,-0.007380792,5.21162E-05
33.1,1550,0.001368734,-0.000629791,16.885637283325195,5.166625022888184,12668.855478542924,87.24175262451172,-0.835530698,-0.957718771,-0.001638162,1.5689E-05
33.2,1550,-0.002133996,-0.000270442,16.885957717895508,5.136209964752197,12669.824163291772,86.72982788085938,-0.358817875,-0.413719146,0.005947295,-2.46051E-05
33.3,1550,-0.002737071,-0.000600183,16.885698318481445,5.139417648,12669.70526,86.78265380859375,-0.796303749,-0.917583983,0.00343722,-3.15394E-05
33.4,1550,-0.001296518,-0.000115593,16.88597297668457,5.122267723083496,12667.45315874405,86.49447631835938,-0.153337628,-0.177280256,0.008455318,-1.49896E-05
33.5,1550,0.001876137,-5.59035E-05,16.88599205,5.136433124542236,12668.477796402578,86.73377227783203,-0.074163787,-0.085507397,-0.025297213,2.1631E-05
33.6,1550,0.003963767,-0.000235778,16.88570213317871,5.157195568084717,12664.26151152101,87.08287048339844,-0.312689066,-0.359070697,-0.012676384,4.55172E-05
33.7,1550,0.004577406,-0.000187582,16.88581657409668,5.145912170410156,12667.621017473093,86.89292907714844,-0.248837173,-0.286372169,-0.018395185,5.26787E-05
33.8,1550,0.003577347,-0.000197829,16.885753631591797,5.149578094482422,12668.846153057977,86.95450592041016,-0.262455672,-0.301831029,-0.013630289,4.11404E-05
33.9,1550,0.001085326,-0.000102453,16.885944366455078,5.137357711791992,12669.784529980749,86.74913787841797,-0.135932133,-0.156695663,-0.00798432,1.25111E-05
34,1550,-0.002028153,-0.000195405,16.88593292236328,5.137143611907959,12670.401177672855,86.74546051,-0.259271473,-0.298887654,0.007822508,-2.33805E-05
34.1,1550,-0.002586546,-0.000426265,16.885751724243164,5.1641130447387695,12670.70075887677,87.19992828,-0.565599859,-0.648624217,0.004573103,-2.96623E-05
34.2,1550,-2.30657E-05,-0.000183062,16.886028289794922,5.141429901123047,12669.969873994065,86.81832885742188,-0.242886513,-0.279764086,9.4965E-05,-2.66E-07
