Time (s),Powertrain 1 - ESC throttle (μs),Powertrain 1 - force Fz (thrust) (N),Powertrain 1 - torque MZ (torque) (N⋅m),Powertrain 1 - voltage (V),Powertrain 1 - current (A),Powertrain 1 - rotation speed (rpm),Powertrain 1 - electrical power (W),Powertrain 1 - mechanical power (W),Powertrain 1 - motor & ESC efficiency (%),Powertrain 1 - propeller efficiency (N/W),Powertrain 1 - powertrain efficiency (N/W),Powertrain 1 - Temperature PT100 2 (°C)
3.5,2000,-5.167211532592773,0.12477940320968628,16.958585739135742,7.117610454559326,5982.216995372977,120.70460510253906,78.1688461303711,64.76044654846191,-0.06610321253538132,-0.04280873388051987,26.607598876953148
3.6,2000,-5.99945068359375,0.1394789218902588,16.955371856689453,8.429105758666992,6428.706060712279,142.9186248779297,93.89895629882812,65.70099592208862,-0.06389262527227402,-0.04197809100151062,26.606408691406273
3.7,2000,-6.875492095947266,0.15413765609264374,16.951990127563477,9.93011474609375,6873.956585082086,168.335205078125,110.95430755615234,65.91271162033081,-0.06196688115596771,-0.04084405303001404,26.605371093750023
3.8,2000,-7.8201375007629395,0.17065845429897308,16.94805908203125,11.644566535949707,7319.664641057095,197.35279846191406,130.81201171875,66.28332734107971,-0.05978149548172951,-0.03962516412138939,26.605371093750023
3.9,2000,-8.878668785095215,0.18974386155605316,16.944028854370117,13.553905487060547,7769.833193050715,229.6577606201172,154.38604736328125,67.22439527511597,-0.05750953033566475,-0.038660433143377304,26.604608154296898
4,2000,-9.933228492736816,0.20625919103622437,16.939823150634766,15.64449405670166,8219.261534676683,265.01495361328125,177.53121948242188,66.98912978172302,-0.055952008813619614,-0.03748176619410515,26.603509521484398
4.1,2000,-11.077078819274902,0.2273799031972885,16.934728622436523,17.980091094970703,8666.253010517494,304.48797607421875,206.35360717773438,67.77069568634033,-0.05368008464574814,-0.036379363387823105,26.602410888671898
4.2,2000,-12.216650009155273,0.24758324027061462,16.92925453186035,20.549449920654297,9108.592817898285,347.8868713378906,236.1571807861328,67.88332462310791,-0.051731012761592865,-0.035116732120513916,26.600610351562523
4.3,2000,-13.423199653625488,0.27102455496788025,16.922557830810547,23.474029541015625,9542.08915133547,397.2406311035156,270.82000732421875,68.17530393600464,-0.04956502467393875,-0.033791106194257736,26.599572753906273
4.4,2000,-14.620745658874512,0.296323299407959,16.9155216217041,26.714508056640625,9976.608956745567,451.88983154296875,309.58319091796875,68.50855350494385,-0.047227196395397186,-0.03235466778278351,26.597711181640648
4.5,2000,-15.981307983398438,0.32239657640457153,16.908178329467773,30.28281593322754,10412.525253526444,512.0272216796875,351.540283203125,68.65655779838562,-0.045460816472768784,-0.03121183067560196,26.595361328125023
4.6,2000,-17.31393814086914,0.34908315539360046,16.900171279907227,34.220497131347656,10845.761639070739,578.332275390625,396.4765930175781,68.55515837669373,-0.043669506907463074,-0.029937701299786568,26.593896484375023
4.7,2000,-18.935543060302734,0.37372785806655884,16.891435623168945,38.55099105834961,11273.430710101798,651.1815795898438,441.20477294921875,67.7544891834259,-0.04291781038045883,-0.02907874435186386,26.592309570312523
4.8,2000,-20.283817291259766,0.4025246202945709,16.88117027282715,43.38172149658203,11695.314483408994,732.334228515625,492.9841613769531,67.31683015823364,-0.0411449670791626,-0.0276974868029356,26.590142822265648
4.9,2000,-21.740108489990234,0.43276068568229675,16.869564056396484,48.729270935058594,12107.803996317916,822.0415649414062,548.7086181640625,66.74950122833252,-0.039620496332645416,-0.02644648402929306,26.588006591796898
5,2000,-23.216541290283203,0.4656126797199249,16.856143951416016,54.70069885253906,12511.43896126986,922.0428466796875,610.0433349609375,66.16214513778687,-0.038057200610637665,-0.025179460644721985,26.585321044921898
