Time (s),ARC_RD - ESC throttle (μs),ARC_RD - force Fz (thrust) (N),ARC_RD - torque MZ (torque) (N⋅m),ARC_RD - voltage (V),ARC_RD - current (A),ARC_RD - rotation speed (rpm),ARC_RD - electrical power (W),ARC_RD - mechanical power (W),ARC_RD - motor & ESC efficiency (%),ARC_RD - propeller efficiency (N/W),ARC_RD - powertrain efficiency (N/W)
13.4,1907,19.425811767578125,0.34792405366897583,14.160528182983398,74.75514984,11413.656861561074,1058.5723876953125,415.85113525390625,39.28414583206177,0.046713378,0.018350953236222267
13.5,1917,19.414798736572266,0.34861844778060913,14.153985977172852,74.84532165527344,11409.589784438655,1059.359619140625,416.5326232910156,39.31928277015686,0.046610512,0.01832692
13.6,1924,19.347280502319336,0.3474246859550476,14.16144847869873,74.62355041503906,11399.568385177708,1056.777587890625,414.7416992,39.245882630348206,0.046648986637592316,0.018307807
13.7,1942,19.42400360107422,0.34925010800361633,14.153154373168945,74.80271911621094,11412.380435808982,1058.6944580078125,417.3894043,39.424917101860046,0.046536889,0.018347129225730896
13.8,1948,19.484682083129883,0.35310471057891846,14.132553100585938,75.19438171386719,11424.579335805001,1062.6885986328125,422.4471130371094,39.752671122550964,0.046123363,0.018335269764065742
13.9,1952,19.49230194091797,0.35331904888153076,14.13063907623291,75.29019165039062,11442.18118864207,1063.8985595703125,423.35479736328125,39.792779088020325,0.046042472,0.018321579322218895
14,1957,19.497987747192383,0.3534590005874634,14.131843566894531,75.32631683,11466.04277324967,1064.499755859375,424.40570068359375,39.86902832984924,0.045941859,0.018316574
14.1,1965,19.571104049682617,0.355252206,14.12995719909668,75.34066772460938,11472.926146826021,1064.5604248046875,426.8149414,40.09306728839874,0.045853842,0.018384212628006935
14.2,2000,19.589229583740234,0.3547707200050354,14.11651325,75.57602692,11474.424052845598,1066.8699951171875,426.2920837402344,39.95726704597473,0.045952599,0.018361402675509453
14.3,2000,19.616792678833008,0.35323449969291687,14.116525650024414,75.66377258300781,11473.859861006318,1068.109619140625,424.4253234863281,39.73611891269684,0.046219658106565475,0.018365899100899696
14.4,2000,19.651599884033203,0.3547712564468384,14.107148170471191,75.87836456298828,11476.645849634171,1070.4273681640625,426.3752746582031,39.83224928379059,0.046089913696050644,0.01835865
14.5,2000,19.63722038269043,0.3551711440086365,14.107452392578125,75.91867828,11465.220964888735,1071.0191650390625,426.4309387207031,39.81543779373169,0.046050176,0.01833508
14.6,2000,19.571060180664062,0.3554055392742157,14.108477592468262,75.86097717285156,11443.540378073065,1070.2828369140625,425.90545654296875,39.79372978210449,0.045951653,0.018285876139998436
14.7,2000,19.60826873779297,0.3552818,14.112120628356934,75.77940368652344,11437.89496,1069.4080810546875,425.5471496582031,39.79277312755585,0.04607778,0.018335627391934395
14.8,1996,19.61614227294922,0.3553119897842407,14.106765747070312,75.87533569335938,11437.801707773933,1070.3555908203125,425.579834,39.76060450077057,0.046092744916677475,0.018326754
14.9,1983,19.58521270751953,0.3521786630153656,14.120887756347656,75.60105895996094,11426.620451322731,1067.5540771484375,421.41448974609375,39.474767446517944,0.046474941074848175,0.018345873802900314
15,1955,19.41581916809082,0.3478359580039978,14.144681930541992,75.06767272949219,11393.379760229895,1061.808349609375,415.0072326660156,39.08494710922241,0.046784289,0.018285615369677544
15.1,1913,19.30860137939453,0.3462415337562561,14.154134750366211,74.68767547607422,11366.718198767021,1057.139404296875,412.1382141113281,38.98617327213287,0.046849820762872696,0.018264953047037125
15.2,1888,19.291067123413086,0.3472912907600403,14.153499603271484,74.60057830810547,11363.14537234678,1055.8592529296875,413.2578125,39.13947939872742,0.046680465,0.018270491
15.3,1866,19.367576599121094,0.34961777925491333,14.140512466430664,74.83989715576172,11367.045756425776,1058.2745361328125,416.16900634765625,39.32524323,0.046537768095731735,0.018301090225577354
15.4,1866,19.471927642822266,0.35408830642700195,14.122625350952148,75.23851013183594,11393.439210196431,1062.5653076171875,422.46917724609375,39.75936174,0.046090763,0.018325394
15.5,1866,19.550050735473633,0.3529510796070099,14.121990203857422,75.32122039794922,11411.616911728963,1063.685547,421.7842102050781,39.65309262275696,0.046350836753845215,0.018379539251327515
15.6,1866,19.64141082763672,0.35638895630836487,14.113572120666504,75.49462127685547,11415.39606450365,1065.498779296875,426.0335998535156,39.98442888259888,0.046102963387966156,0.018434006720781326
15.7,1866,19.651317596435547,0.3572659492492676,14.110868453979492,75.59118652,11427.568153730448,1066.6573486328125,427.5373535,40.08197784423828,0.045963977,0.018423272
15.8,1866,19.61331558227539,0.35593363642692566,14.115646362304688,75.52720642089844,11427.379312660276,1066.1153564453125,425.9359436035156,39.95214402675629,0.046047572046518326,0.018396992
15.9,1866,19.577571868896484,0.3565637767314911,14.102784156799316,75.74886322021484,11436.441352657319,1068.2698974609375,427.02838134765625,39.97383117675781,0.045846067,0.018326429650187492
16,1866,19.63683319091797,0.35716891288757324,14.105378150939941,75.74235534667969,11448.703199676731,1068.374512,428.21173095703125,40.08067548274994,0.045857765,0.018380101770162582
16.1,1866,19.66345787,0.355232835,14.121770858764648,75.43777465820312,11440.687945364965,1065.314941,425.5924072265625,39.94991183280945,0.046202559024095535,0.018457882
16.2,1866,19.693004608154297,0.3571999669075012,14.115425109863281,75.50194549560547,11445.143195798293,1065.7420654296875,428.1158142089844,40.17067849636078,0.045999248,0.018478209152817726
