Time (s),MGM - ESC throttle (μs),MGM - force Fz (thrust) (N),MGM - torque MZ (torque) (N⋅m),MGM - voltage (V),MGM - current (A),MGM - rotation speed (rpm),MGM - electrical power (W),MGM - mechanical power (W),MGM - motor & ESC efficiency (%),MGM - propeller efficiency (N/W),MGM - powertrain efficiency (N/W)
21.5,1039,0.05012536,-0.001244885,17.04584885,-0.025893025,0,-0.44136858,0,0,0,-0.11356803
21.6,1039,0.050108463,-0.001189767,17.04584694,-0.008855791,0,-0.150954455,0,0,0,-0.331944257
21.7,1039,0.050395075,-0.001174136,17.04583549,-0.011065208,0,-0.188615724,0,0,0,-0.26718384
21.8,1039,0.050957575,-0.001164815,17.04585648,-0.007173268,0,-0.122274488,0,0,0,-0.416747391
21.9,1039,0.050967038,-0.001164399,17.04585075,-0.01411029,0,-0.240521908,0,0,0,-0.211901858
22,1039,0.052369118,-0.001136074,17.04582596,-0.008637023,0,-0.147225186,0,0,0,-0.355707586
22.1,1039,0.052054878,-0.001106445,17.04582977,-0.0182976,0,-0.311897755,0,0,0,-0.166897252
22.2,1039,0.051547676,-0.001115695,17.04583549,-0.031028228,0,-0.528902054,0,0,0,-0.097461663
22.3,1039,0.052066565,-0.001140839,17.04582787,-0.02811327,0,-0.479213953,0,0,0,-0.108649932
22.4,1039,0.052277796,-0.001112188,17.04583931,-0.032211818,0,-0.549077451,0,0,0,-0.095210239
22.5,1039,0.052142877,-0.001115903,17.04583359,-0.03928946,0,-0.669721603,0,0,0,-0.077857539
22.6,1039,0.05284714,-0.001172414,17.0458374,-0.038672976,0,-0.659213245,0,0,0,-0.080166988
22.7,1039,0.053200845,-0.001102141,17.04584122,-0.040510431,0,-0.690534353,0,0,0,-0.077043004
22.8,1039,0.052762125,-0.001082586,17.04582977,-0.041733518,0,-0.711382449,0,0,0,-0.074168436
