Time (s),Powertrain 1 - ESC throttle (μs),Powertrain 1 - force Fz (thrust) (N),Powertrain 1 - torque MZ (torque) (N⋅m),Powertrain 1 - voltage (V),Powertrain 1 - current (A),Powertrain 1 - rotation speed (rpm),Powertrain 1 - electrical power (W),Powertrain 1 - mechanical power (W),Powertrain 1 - motor & ESC efficiency (%),Powertrain 1 - propeller efficiency (N/W),Powertrain 1 - powertrain efficiency (N/W),Powertrain 1 - Temperature PT100 2 (°C)
0.995757,1000,-0.0009975563734769821,0.00009578974277246743,16.974103927612305,0.0024657021276652813,0,0.04185308516025543,0,0,0,-0.0238347165286541,26.244561767578148
2.995757,1000,-0.0016186333959922194,0.000005152055564394686,16.97393035888672,-0.012985622510313988,0,-0.2204170525074005,0,0,0,0.007343503646552563,26.244042968750023
4.995756,2000,-8.113388061523438,0.1772278994321823,16.94620704650879,12.159198760986328,7485.818554882493,206.05230712890625,138.9312744140625,67.4252450466156,-0.05839857459068298,-0.03937538340687752,26.241174316406273
6.995756,2000,-31.245220184326172,0.6200975775718689,16.87062644958496,89.4432373046875,14505.053955736586,1508.9635009765625,941.9069213867188,62.42079138755798,-0.033172301948070526,-0.020706413313746452,26.208123779296898
8.995757,2000,-28.712493896484375,0.558309018611908,16.281261444091797,98.8333740234375,13924.571659939322,1609.1319580078125,814.11376953125,50.59335231781006,-0.035268403589725494,-0.017843466252088547,26.168389892578148
10.995757,2000,-28.574066162109375,0.5570099949836731,16.31118392944336,98.81099700927734,13880.567027846653,1611.724365234375,809.6527709960938,50.235188007354736,-0.035291753709316254,-0.017728880047798157,26.176568603515648
12.995757,2000,-28.475799560546875,0.5538215637207031,16.399890899658203,98.80067443847656,13903.11838181923,1620.3203125,806.3260498046875,49.76337552070618,-0.035315487533807755,-0.01757417991757393,26.215692138671898
14.995757,2000,-28.72259521484375,0.5567026138305664,16.380067825317383,98.78193664550781,13860.010161967071,1618.0548095703125,808.007568359375,49.93697106838226,-0.03554743528366089,-0.017751311883330345,26.254052734375023
16.995756,2000,-28.779043197631836,0.5581240653991699,16.310392379760742,98.77853393554688,13817.51858980702,1611.11669921875,807.5872192382812,50.12592673301697,-0.03563583269715309,-0.017862793058156967,26.301080322265648
18.995756,2000,-28.73815155029297,0.5574292540550232,16.31960678100586,98.81693267822266,13805.716022921237,1612.6534423828125,805.8928833007812,49.97309446334839,-0.03566001355648041,-0.017820414155721664,26.350457763671898
20.995756,2000,-28.4431209564209,0.556043803691864,16.4100399017334,98.83829498291016,13853.619873407282,1621.9403076171875,806.6792602539062,49.73544478416443,-0.035259515047073364,-0.017536478117108345,26.411553955078148
22.995756,1997,-28.385135650634766,0.549720287322998,16.44356346130371,98.8128662109375,13859.1988447767,1624.835693359375,797.8265991210938,49.10198748111725,-0.03557807579636574,-0.01746954210102558,26.474969482421898
24.995756,1972,-28.159822463989258,0.5537348389625549,16.436758041381836,98.7824478149414,13844.452921704587,1623.6632080078125,802.7979736328125,49.443626403808594,-0.03507709875702858,-0.017343388870358467,26.528924560546898
26.995756,1956,-28.416048049926758,0.5532383918762207,16.46305274963379,98.79901885986328,13857.585535880906,1626.533447265625,802.8390502929688,49.358901381492615,-0.03539445251226425,-0.017470313236117363,26.589349365234398
28.995756,1918,-28.89861297607422,0.5737558007240295,16.707172393798828,98.78889465332031,14011.137805329143,1650.483154296875,841.839111328125,51.005619764328,-0.034327950328588486,-0.017509184777736664,26.666650390625023
30.995756,1887,-25.350017547607422,0.4790950417518616,16.949443817138672,61.958648681640625,12966.27316995092,1050.1646728515625,650.5272216796875,61.94525957107544,-0.03896842151880264,-0.02413908950984478,26.723413085937523
32.995756,1862,-23.416826248168945,0.4413715898990631,16.94913101196289,54.01759338378906,12576.07156606483,915.55126953125,581.2701416015625,63.488537073135376,-0.0402856171131134,-0.025576749816536903,26.778863525390648
34.995756,1853,-22.93297576904297,0.4310498833656311,16.948974609375,51.59581756591797,12401.133628262363,874.4962158203125,559.7802124023438,64.0117347240448,-0.04096782207489014,-0.02622421458363533,26.824273681640648
36.995756,1853,-22.61005401611328,0.42449861764907837,16.95050621032715,50.61237716674805,12409.314409931936,857.9053955078125,551.6361083984375,64.30034041404724,-0.04098726436495781,-0.026354949921369553,26.864129638671898
38.995756,1865,-23.537874221801758,0.44106972217559814,16.948305130004883,53.90663528442383,12590.851294019874,913.6260986328125,581.5552368164062,63.65352272987366,-0.04047401249408722,-0.02576313726603985,26.889825439453148
40.995756,1884,-24.59634780883789,0.46708473563194275,16.94504165649414,58.55751037597656,12844.468348318414,992.2594604492188,628.261474609375,63.31624984741211,-0.03914985805749893,-0.02478822134435177,26.916894531250023
42.995756,1890,-24.751455307006836,0.4751807153224945,16.946393966674805,60.24526596069336,12959.895703932934,1020.9400024414062,644.8948974609375,63.166773319244385,-0.03838060423731804,-0.0242437906563282,26.961389160156273
44.995756,1900,-25.400964736938477,0.4823160171508789,16.945619583129883,62.59550094604492,13090.889625294885,1060.7196044921875,661.19482421875,62.334561347961426,-0.03841676190495491,-0.023946918547153473,26.996453857421898
46.995756,1909,-26.03580665588379,0.49649742245674133,16.942659378051758,65.77733612060547,13231.601867657011,1114.4429931640625,687.9518432617188,61.730557680130005,-0.037845391780138016,-0.023362169042229652,27.028131103515648
