Time (s),Take sample,Powertrain 1 ESC throttle - target (?s)
133.9,x,1254.9
134,x,1215.68
134.1,x,1196.08
134.2,x,1176.48
134.3,x,1156.86
134.4,x,1117.64
134.5,x,1098.04
134.6,x,1078.44
134.7,x,1078.44
134.8,x,1019.6
134.9,x,960.78
135,x,921.56
135.1,x,941.18
135.2,x,941.18
135.3,x,980.4
135.4,x,1019.6
135.5,x,1039.22
135.6,x,1039.22
135.7,x,1137.26
135.8,x,1156.86
135.9,x,1176.48
136,x,1176.48
136.1,x,1137.26
136.2,x,1137.26
136.3,x,1137.26
136.4,x,1156.86
136.5,x,1254.9
136.6,x,1274.5
136.7,x,1274.5
136.8,x,1254.9
136.9,x,1274.5
137,x,1254.9
137.1,x,1235.3
137.2,x,1235.3
137.3,x,1235.3
137.4,x,1196.08
137.5,x,1176.48
137.6,x,1098.04
137.7,x,1058.82
137.8,x,1058.82
137.9,x,1078.44
138,x,1058.82
138.1,x,1058.82
138.2,x,1039.22
138.3,x,1039.22
138.4,x,1019.6
138.5,x,1019.6
138.6,x,980.4
138.7,x,980.4
138.8,x,1000
138.9,x,1019.6
139,x,1019.6
139.1,x,1039.22
139.2,x,1039.22
139.3,x,1058.82
139.4,x,1058.82
139.5,x,1058.82
139.6,x,1058.82
139.7,x,1058.82
139.8,x,1019.6
139.9,x,1019.6
140,x,980.4
140.1,x,941.18
140.2,x,960.78
140.3,x,960.78
140.4,x,960.78
140.5,x,960.78
140.6,x,980.4
140.7,x,1000
140.8,x,1058.82
140.9,x,1078.44
141,x,1078.44
141.1,x,1078.44
141.2,x,1098.04
141.3,x,1098.04
141.4,x,1098.04
141.5,x,1058.82
141.6,x,1058.82
141.7,x,1078.44
141.8,x,1078.44
141.9,x,1098.04
142,x,1078.44
142.1,x,1078.44
142.2,x,1078.44
142.3,x,1039.22
142.4,x,1039.22
142.5,x,1058.82
142.6,x,1039.22
142.7,x,1039.22
142.8,x,1019.6
142.9,x,1019.6
143,x,1039.22
143.1,x,1058.82
143.2,x,1058.82
143.3,x,1078.44
143.4,x,1117.64
143.5,x,1117.64
143.6,x,1137.26
143.7,x,1156.86
143.8,x,1137.26
143.9,x,1117.64
144,x,1137.26
144.1,x,1137.26
144.2,x,1137.26
144.3,x,1078.44
144.4,x,1058.82
144.5,x,1019.6
144.6,x,1000
144.7,x,960.78
144.8,x,960.78
144.9,x,921.56
145,x,901.96
145.1,x,882.36
145.2,x,901.96
145.3,x,941.18
145.4,x,1039.22
145.5,x,1078.44
145.6,x,1098.04
145.7,x,1098.04
145.8,x,1098.04
145.9,x,1137.26
146,x,1176.48
146.1,x,1215.68
146.2,x,1235.3
146.3,x,1254.9
146.4,x,1215.68
146.5,x,1196.08
146.6,x,1176.48
146.7,x,1156.86
146.8,x,1156.86
146.9,x,1176.48
147,x,1176.48
147.1,x,1176.48
147.2,x,1196.08
147.3,x,1196.08
147.4,x,1196.08
147.5,x,1215.68
147.6,x,1215.68
147.7,x,1235.3
147.8,x,1235.3
147.9,x,1235.3
148,x,1235.3
148.1,x,1235.3
148.2,x,1176.48
148.3,x,1156.86
148.4,x,1176.48
148.5,x,1254.9
148.6,x,1294.12
148.7,x,1313.72
148.8,x,1333.34
148.9,x,1313.72
149,x,1294.12
149.1,x,1156.86
149.2,x,1156.86
149.3,x,1137.26
149.4,x,1117.64
149.5,x,1058.82
149.6,x,1019.6
149.7,x,1019.6
149.8,x,1058.82
149.9,x,1078.44
150,x,1098.04
150.1,x,1117.64
150.2,x,1117.64
150.3,x,1117.64
150.4,x,1117.64
150.5,x,1117.64
150.6,x,1058.82
150.7,x,1058.82
150.8,x,1019.6
150.9,x,1000
151,x,1019.6
151.1,x,1039.22
151.2,x,1058.82
151.3,x,1078.44
151.4,x,1117.64
151.5,x,1117.64
151.6,x,1137.26
151.7,x,1117.64
151.8,x,1098.04
151.9,x,1098.04
152,x,1019.6
152.1,x,1019.6
152.2,x,1019.6
152.3,x,1000
152.4,x,1000
152.5,x,1000
152.6,x,1039.22
152.7,x,1058.82
152.8,x,1058.82
152.9,x,1078.44
153,x,1098.04
153.1,x,1117.64
153.2,x,1098.04
153.3,x,1058.82
153.4,x,1019.6
153.5,x,1000
153.6,x,980.4
153.7,x,960.78
153.8,x,960.78
153.9,x,960.78
154,x,921.56
154.1,x,901.96
154.2,x,901.96
154.3,x,921.56
154.4,x,960.78
154.5,x,980.4
154.6,x,1019.6
154.7,x,1039.22
154.8,x,1078.44
154.9,x,1098.04
155,x,1137.26
155.1,x,1156.86
155.2,x,1176.48
155.3,x,1196.08
155.4,x,1235.3
155.5,x,1274.5
155.6,x,1313.72
155.7,x,1352.94
155.8,x,1352.94
155.9,x,1392.16
156,x,1372.54
156.1,x,1372.54
156.2,x,1372.54
156.3,x,1431.38
156.4,x,1450.98
156.5,x,1431.38
156.6,x,1431.38
156.7,x,1470.58
156.8,x,1490.2
156.9,x,1529.42
157,x,1568.62
157.1,x,1549.02
157.2,x,1568.62
157.3,x,1607.84
157.4,x,1627.46
157.5,x,1627.46
157.6,x,1607.84
157.7,x,1588.24
157.8,x,1568.62
157.9,x,1568.62
158,x,1568.62
158.1,x,1588.24
158.2,x,1627.46
158.3,x,1607.84
158.4,x,1568.62
158.5,x,1529.42
158.6,x,1470.58
158.7,x,1450.98
158.8,x,1470.58
158.9,x,1490.2
159,x,1568.62
159.1,x,1607.84
159.2,x,1647.06
159.3,x,1666.66
159.4,x,1686.28
159.5,x,1705.88
159.6,x,1686.28
159.7,x,1764.7
159.8,x,1745.1
159.9,x,1725.5
160,x,1686.28
160.1,x,1666.66
160.2,x,1666.66
160.3,x,1666.66
160.4,x,1686.28
160.5,x,1705.88
160.6,x,1725.5
160.7,x,1686.28
160.8,x,1705.88
160.9,x,1686.28
161,x,1686.28
161.1,x,1725.5
161.2,x,1764.7
161.3,x,1784.32
161.4,x,1784.32
161.5,x,1823.52
161.6,x,1843.14
161.7,x,1843.14
161.8,x,1843.14
161.9,x,1823.52
162,x,1823.52
162.1,x,1745.1
162.2,x,1627.46
162.3,x,1529.42
162.4,x,1450.98
162.5,x,1431.38
162.6,x,1411.76
162.7,x,1411.76
162.8,x,1372.54
162.9,x,1294.12
163,x,1254.9
163.1,x,1215.68
163.2,x,1176.48
163.3,x,1196.08
163.4,x,1156.86
163.5,x,1156.86
163.6,x,1137.26
163.7,x,1078.44
163.8,x,1058.82
163.9,x,1019.6
164,x,1039.22
164.1,x,1098.04
164.2,x,1137.26
164.3,x,1156.86
164.4,x,1176.48
164.5,x,1235.3
164.6,x,1235.3
164.7,x,1176.48
164.8,x,1156.86
164.9,x,1117.64
165,x,1078.44
165.1,x,1098.04
165.2,x,1078.44
165.3,x,1098.04
165.4,x,1117.64
165.5,x,1137.26
165.6,x,1117.64
165.7,x,1137.26
165.8,x,1098.04
165.9,x,1117.64
166,x,1117.64
166.1,x,1117.64
166.2,x,1117.64
166.3,x,1117.64
166.4,x,1098.04
166.5,x,1039.22
166.6,x,980.4
166.7,x,921.56
166.8,x,823.52
166.9,x,823.52
167,x,764.7
167.1,x,725.5
167.2,x,686.28
167.3,x,627.46
167.4,x,588.24
167.5,x,549.02
167.6,x,490.2
167.7,x,450.98
167.8,x,450.98
167.9,x,431.38
168,x,372.54
168.1,x,372.54
168.2,x,333.34
168.3,x,254.9
168.4,x,196.08
168.5,x,137.26
168.6,x,98.04
168.7,x,19.6
168.8,x,0
168.9,x,0
169,x,0
169.1,x,0
169.2,x,0
169.3,x,0
169.4,x,0
169.5,x,0
169.6,x,0
169.7,x,0
169.8,x,0
169.9,x,0
170,x,0
170.1,x,0
170.2,x,0
170.3,x,0
170.4,x,0
170.5,x,0
170.6,x,0
170.7,x,0
170.8,x,0
170.9,x,0
171,x,0
171.1,x,0
171.2,x,0
171.3,x,0
171.4,x,0
171.5,x,0
171.6,x,0
171.7,x,0
171.8,x,0
171.9,x,0
172,x,0
172.1,x,0
172.2,x,0
172.3,x,0
172.4,x,0
172.5,x,0
172.6,x,0
172.7,x,0
172.8,x,0
172.9,x,0
173,x,0
173.1,x,0
173.2,x,0
173.3,x,0
173.4,x,0
173.5,x,0
173.6,x,39.22
173.7,x,78.44
173.8,x,156.86
173.9,x,274.5
174,x,333.34
174.1,x,372.54
174.2,x,411.76
174.3,x,450.98
174.4,x,490.2
174.5,x,627.46
174.6,x,666.66
174.7,x,705.88
174.8,x,725.5
174.9,x,745.1
175,x,745.1
175.1,x,725.5
175.2,x,764.7
175.3,x,784.32
175.4,x,803.92
175.5,x,823.52
175.6,x,882.36
175.7,x,921.56
175.8,x,941.18
175.9,x,960.78
176,x,960.78
176.1,x,960.78
176.2,x,960.78
176.3,x,960.78
176.4,x,1000
176.5,x,1019.6
176.6,x,1098.04
176.7,x,1078.44
176.8,x,1078.44
176.9,x,1058.82
177,x,1019.6
177.1,x,1019.6
177.2,x,1098.04
177.3,x,1156.86
177.4,x,1156.86
177.5,x,1117.64
177.6,x,1078.44
177.7,x,1019.6
177.8,x,1000
177.9,x,921.56
178,x,862.74
178.1,x,882.36
178.2,x,901.96
178.3,x,901.96
178.4,x,901.96
178.5,x,882.36
178.6,x,882.36
178.7,x,941.18
178.8,x,980.4
178.9,x,1019.6
179,x,1039.22
179.1,x,1078.44
179.2,x,1156.86
179.3,x,1196.08
179.4,x,1196.08
179.5,x,1176.48
179.6,x,1156.86
179.7,x,1156.86
179.8,x,1176.48
179.9,x,1196.08
180,x,1196.08
180.1,x,1137.26
180.2,x,1098.04
180.3,x,1078.44
180.4,x,1098.04
180.5,x,1117.64
180.6,x,1156.86
180.7,x,1215.68
180.8,x,1313.72
180.9,x,1313.72
181,x,1313.72
181.1,x,1215.68
181.2,x,1137.26
181.3,x,1117.64
181.4,x,1137.26
181.5,x,1098.04
181.6,x,1137.26
181.7,x,1196.08
181.8,x,1254.9
181.9,x,1294.12
182,x,1333.34
182.1,x,1333.34
182.2,x,1313.72
182.3,x,1333.34
182.4,x,1294.12
182.5,x,1274.5
182.6,x,1274.5
182.7,x,1274.5
182.8,x,1274.5
182.9,x,1313.72
183,x,1333.34
183.1,x,1333.34
183.2,x,1352.94
183.3,x,1352.94
183.4,x,1392.16
183.5,x,1411.76
183.6,x,1411.76
183.7,x,1411.76
183.8,x,1392.16
183.9,x,1392.16
184,x,1392.16
184.1,x,1372.54
184.2,x,1294.12
184.3,x,1254.9
184.4,x,1235.3
184.5,x,1156.86
184.6,x,1098.04
184.7,x,1137.26
184.8,x,1137.26
184.9,x,1176.48
185,x,1274.5
185.1,x,1470.58
185.2,x,1549.02
185.3,x,1549.02
185.4,x,1529.42
185.5,x,1450.98
185.6,x,1411.76
185.7,x,1392.16
185.8,x,1431.38
185.9,x,1509.8
186,x,1568.62
186.1,x,1627.46
186.2,x,1686.28
186.3,x,1745.1
186.4,x,1803.92
186.5,x,1862.74
186.6,x,1921.56
186.7,x,1980.4
186.8,x,2000
186.9,x,2000
187,x,2000
187.1,x,2000
187.2,x,2000
187.3,x,2000
187.4,x,2000
187.5,x,2000
187.6,x,2000
187.7,x,2000
187.8,x,2000
187.9,x,2000
188,x,2000
188.1,x,1960.78
188.2,x,1960.78
188.3,x,1960.78
188.4,x,1960.78
188.5,x,1960.78
188.6,x,1960.78
188.7,x,1960.78
188.8,x,1960.78
188.9,x,1960.78
189,x,1960.78
189.1,x,1960.78
189.2,x,1960.78
189.3,x,1980.4
189.4,x,2000
189.5,x,1941.18
189.6,x,1901.96
189.7,x,1882.36
189.8,x,1882.36
189.9,x,1901.96
190,x,1921.56
190.1,x,1941.18
190.2,x,2000
190.3,x,2000
190.4,x,2000
190.5,x,2000
190.6,x,2000
190.7,x,2000
190.8,x,2000
190.9,x,2000
191,x,2000
191.1,x,2000
191.2,x,2000
191.3,x,2000
191.4,x,2000
191.5,x,2000
191.6,x,2000
191.7,x,2000
191.8,x,2000
191.9,x,2000
192,x,2000
192.1,x,2000
192.2,x,2000
192.3,x,2000
192.4,x,2000
192.5,x,2000
192.6,x,2000
192.7,x,2000
192.8,x,2000
192.9,x,2000
193,x,2000
193.1,x,2000
193.2,x,2000
193.3,x,2000
193.4,x,2000
193.5,x,2000
193.6,x,2000
193.7,x,2000
193.8,x,1941.18
193.9,x,1843.14
194,x,1764.7
194.1,x,1686.28
194.2,x,1647.06
194.3,x,1568.62
194.4,x,1549.02
194.5,x,1509.8
194.6,x,1490.2
194.7,x,1470.58
194.8,x,1470.58
194.9,x,1450.98
195,x,1431.38
195.1,x,1431.38
195.2,x,1431.38
195.3,x,1431.38
195.4,x,1431.38
195.5,x,1450.98
195.6,x,1470.58
195.7,x,1470.58
195.8,x,1470.58
195.9,x,1450.98
196,x,1509.8
196.1,x,1764.7
196.2,x,1784.32
196.3,x,1784.32
196.4,x,1745.1
196.5,x,1705.88
196.6,x,1647.06
196.7,x,1568.62
196.8,x,1529.42
196.9,x,1490.2
197,x,1490.2
197.1,x,1509.8
197.2,x,1529.42
197.3,x,1549.02
197.4,x,1549.02
197.5,x,1568.62
197.6,x,1607.84
197.7,x,1686.28
197.8,x,1725.5
197.9,x,1784.32
198,x,1823.52
198.1,x,1882.36
198.2,x,1921.56
198.3,x,1941.18
198.4,x,1941.18
198.5,x,1941.18
198.6,x,1960.78
198.7,x,1980.4
198.8,x,1980.4
198.9,x,1980.4
199,x,1980.4
199.1,x,1980.4
199.2,x,2000
199.3,x,2000
199.4,x,2000
199.5,x,2000
199.6,x,2000
199.7,x,2000
199.8,x,2000
199.9,x,2000
200,x,2000
200.1,x,2000
200.2,x,2000
200.3,x,2000
200.4,x,2000
200.5,x,2000
200.6,x,2000
200.7,x,2000
200.8,x,2000
200.9,x,2000
201,x,2000
201.1,x,2000
201.2,x,2000
201.3,x,2000
201.4,x,2000
201.5,x,2000
201.6,x,2000
201.7,x,2000
201.8,x,2000
201.9,x,2000
202,x,2000
202.1,x,2000
202.2,x,1980.4
202.3,x,1725.5
202.4,x,1705.88
202.5,x,1705.88
202.6,x,1705.88
202.7,x,1705.88
202.8,x,1627.46
202.9,x,1529.42
203,x,1470.58
203.1,x,1450.98
203.2,x,1431.38
203.3,x,1313.72
203.4,x,1235.3
203.5,x,1235.3
203.6,x,1235.3
203.7,x,1235.3
203.8,x,1215.68
203.9,x,1215.68
204,x,1196.08
204.1,x,1176.48
204.2,x,1176.48
204.3,x,1176.48
204.4,x,1176.48
204.5,x,1176.48
204.6,x,1156.86
204.7,x,1294.12
204.8,x,1294.12
204.9,x,1294.12
205,x,1294.12
205.1,x,1411.76
205.2,x,1647.06
205.3,x,1627.46
205.4,x,1627.46
205.5,x,1647.06
205.6,x,1627.46
205.7,x,1647.06
205.8,x,1647.06
205.9,x,1627.46
206,x,1647.06
206.1,x,1627.46
206.2,x,1647.06
206.3,x,1647.06
206.4,x,1647.06
206.5,x,1627.46
206.6,x,1627.46
206.7,x,1627.46
206.8,x,1647.06
206.9,x,1647.06
207,x,1647.06
207.1,x,1647.06
207.2,x,1647.06
207.3,x,1627.46
207.4,x,1627.46
207.5,x,1647.06
207.6,x,1627.46
207.7,x,1627.46
207.8,x,1647.06
207.9,x,1627.46
208,x,1627.46
208.1,x,1627.46
208.2,x,1627.46
208.3,x,1627.46
208.4,x,1647.06
208.5,x,1647.06
208.6,x,1647.06
208.7,x,1647.06
208.8,x,1627.46
208.9,x,1647.06
209,x,1647.06
209.1,x,1627.46
209.2,x,1647.06
209.3,x,1627.46
209.4,x,1647.06
209.5,x,1627.46
209.6,x,1647.06
209.7,x,1627.46
209.8,x,1627.46
209.9,x,1647.06
210,x,1627.46
210.1,x,1647.06
210.2,x,1647.06
210.3,x,1647.06
210.4,x,1627.46
210.5,x,1627.46
210.6,x,1647.06
210.7,x,1647.06
210.8,x,1647.06
210.9,x,1627.46
211,x,1647.06
211.1,x,1647.06
211.2,x,1647.06
211.3,x,1627.46
211.4,x,1647.06
211.5,x,1647.06
211.6,x,1627.46
211.7,x,1647.06
211.8,x,1647.06
211.9,x,1627.46
212,x,1647.06
212.1,x,1627.46
212.2,x,1627.46
212.3,x,1647.06
212.4,x,1647.06
212.5,x,1627.46
212.6,x,1627.46
212.7,x,1627.46
212.8,x,1627.46
212.9,x,1647.06
213,x,1647.06
213.1,x,1627.46
213.2,x,1647.06
213.3,x,1627.46
213.4,x,1627.46
213.5,x,1607.84
213.6,x,1607.84
213.7,x,1607.84
213.8,x,1607.84
213.9,x,1607.84
214,x,1607.84
214.1,x,1627.46
214.2,x,1627.46
214.3,x,1627.46
214.4,x,1607.84
214.5,x,1607.84
214.6,x,1607.84
214.7,x,1607.84
214.8,x,1607.84
214.9,x,1607.84
215,x,1607.84
215.1,x,1607.84
215.2,x,1607.84
215.3,x,1607.84
215.4,x,1607.84
215.5,x,1607.84
215.6,x,1607.84
215.7,x,1607.84
215.8,x,1607.84
215.9,x,1607.84
216,x,1607.84
216.1,x,1607.84
216.2,x,1607.84
216.3,x,1607.84
216.4,x,1607.84
216.5,x,1607.84
216.6,x,1607.84
216.7,x,1607.84
216.8,x,1627.46
216.9,x,1607.84
217,x,1607.84
217.1,x,1607.84
217.2,x,1627.46
217.3,x,1627.46
217.4,x,1607.84
217.5,x,1627.46
217.6,x,1627.46
217.7,x,1607.84
217.8,x,1627.46
217.9,x,1607.84
218,x,1627.46
218.1,x,1627.46
218.2,x,1607.84
218.3,x,1627.46
218.4,x,1607.84
218.5,x,1627.46
218.6,x,1627.46
218.7,x,1627.46
218.8,x,1627.46
218.9,x,1627.46
219,x,1627.46
219.1,x,1627.46
219.2,x,1607.84
219.3,x,1627.46
219.4,x,1627.46
219.5,x,1627.46
219.6,x,1627.46
219.7,x,1607.84
219.8,x,1607.84
219.9,x,1607.84
220,x,1607.84
220.1,x,1627.46
220.2,x,1627.46
220.3,x,1627.46
220.4,x,1607.84
220.5,x,1607.84
220.6,x,1627.46
220.7,x,1607.84
220.8,x,1607.84
220.9,x,1607.84
221,x,1607.84
221.1,x,1607.84
221.2,x,1607.84
221.3,x,1627.46
221.4,x,1627.46
221.5,x,1627.46
221.6,x,1627.46
221.7,x,1627.46
221.8,x,1607.84
221.9,x,1607.84
222,x,1607.84
222.1,x,1607.84
222.2,x,1607.84
222.3,x,1627.46
222.4,x,1627.46
222.5,x,1627.46
222.6,x,1607.84
222.7,x,1607.84
222.8,x,1627.46
222.9,x,1607.84
223,x,1627.46
223.1,x,1627.46
223.2,x,1607.84
223.3,x,1607.84
223.4,x,1607.84
223.5,x,1627.46
223.6,x,1627.46
223.7,x,1627.46
223.8,x,1627.46
223.9,x,1607.84
224,x,1607.84
224.1,x,1607.84
224.2,x,1607.84
224.3,x,1607.84
224.4,x,1627.46
224.5,x,1607.84
224.6,x,1627.46
224.7,x,1627.46
224.8,x,1607.84
224.9,x,1607.84
225,x,1607.84
225.1,x,1607.84
225.2,x,1627.46
225.3,x,1627.46
225.4,x,1607.84
225.5,x,1607.84
225.6,x,1607.84
225.7,x,1627.46
225.8,x,1627.46
225.9,x,1627.46
226,x,1607.84
226.1,x,1607.84
226.2,x,1627.46
226.3,x,1607.84
226.4,x,1607.84
226.5,x,1607.84
226.6,x,1607.84
226.7,x,1607.84
226.8,x,1627.46
226.9,x,1627.46
227,x,1607.84
227.1,x,1607.84
227.2,x,1607.84
227.3,x,1627.46
227.4,x,1627.46
227.5,x,1627.46
227.6,x,1627.46
227.7,x,1607.84
227.8,x,1607.84
227.9,x,1607.84
228,x,1607.84
228.1,x,1607.84
228.2,x,1607.84
228.3,x,1627.46
228.4,x,1627.46
228.5,x,1627.46
228.6,x,1627.46
228.7,x,1627.46
228.8,x,1627.46
228.9,x,1607.84
229,x,1627.46
229.1,x,1627.46
229.2,x,1607.84
229.3,x,1607.84
229.4,x,1627.46
229.5,x,1607.84
229.6,x,1627.46
229.7,x,1627.46
229.8,x,1627.46
229.9,x,1627.46
230,x,1627.46
230.1,x,1607.84
230.2,x,1627.46
230.3,x,1607.84
230.4,x,1607.84
230.5,x,1607.84
230.6,x,1627.46
230.7,x,1627.46
230.8,x,1607.84
230.9,x,1607.84
231,x,1607.84
231.1,x,1607.84
231.2,x,1627.46
231.3,x,1627.46
231.4,x,1627.46
231.5,x,1607.84
231.6,x,1627.46
231.7,x,1607.84
231.8,x,1627.46
231.9,x,1627.46
232,x,1627.46
232.1,x,1627.46
232.2,x,1627.46
232.3,x,1627.46
232.4,x,1627.46
232.5,x,1627.46
232.6,x,1627.46
232.7,x,1607.84
232.8,x,1607.84
232.9,x,1607.84
233,x,1627.46
233.1,x,1607.84
233.2,x,1627.46
233.3,x,1627.46
233.4,x,1627.46
233.5,x,1627.46
233.6,x,1627.46
233.7,x,1627.46
233.8,x,1607.84
233.9,x,1627.46
234,x,1627.46
234.1,x,1607.84
234.2,x,1627.46
234.3,x,1627.46
234.4,x,1627.46
234.5,x,1627.46
234.6,x,1627.46
234.7,x,1627.46
234.8,x,1627.46
234.9,x,1627.46
235,x,1627.46
235.1,x,1627.46
235.2,x,1607.84
235.3,x,1627.46
235.4,x,1607.84
235.5,x,1627.46
235.6,x,1627.46
235.7,x,1627.46
235.8,x,1627.46
235.9,x,1627.46
236,x,1627.46
236.1,x,1627.46
236.2,x,1627.46
236.3,x,1627.46
236.4,x,1627.46
236.5,x,1607.84
236.6,x,1627.46
236.7,x,1627.46
236.8,x,1627.46
236.9,x,1627.46
237,x,1627.46
237.1,x,1627.46
237.2,x,1607.84
237.3,x,1607.84
237.4,x,1627.46
237.5,x,1627.46
237.6,x,1627.46
237.7,x,1627.46
237.8,x,1607.84
237.9,x,1627.46
238,x,1607.84
238.1,x,1607.84
238.2,x,1627.46
238.3,x,1607.84
238.4,x,1627.46
238.5,x,1627.46
238.6,x,1607.84
238.7,x,1607.84
238.8,x,1607.84
238.9,x,1627.46
239,x,1627.46
239.1,x,1607.84
239.2,x,1627.46
239.3,x,1627.46
239.4,x,1607.84
239.5,x,1627.46
239.6,x,1627.46
239.7,x,1627.46
239.8,x,1607.84
239.9,x,1607.84
240,x,1607.84
240.1,x,1627.46
240.2,x,1627.46
240.3,x,1607.84
240.4,x,1627.46
240.5,x,1627.46
240.6,x,1607.84
240.7,x,1607.84
240.8,x,1607.84
240.9,x,1607.84
241,x,1607.84
241.1,x,1627.46
241.2,x,1627.46
241.3,x,1627.46
241.4,x,1627.46
241.5,x,1607.84
241.6,x,1607.84
241.7,x,1607.84
241.8,x,1607.84
241.9,x,1607.84
242,x,1607.84
242.1,x,1627.46
242.2,x,1627.46
242.3,x,1607.84
242.4,x,1607.84
242.5,x,1607.84
242.6,x,1627.46
242.7,x,1627.46
242.8,x,1627.46
242.9,x,1607.84
243,x,1607.84
243.1,x,1607.84
243.2,x,1607.84
243.3,x,1607.84
243.4,x,1627.46
243.5,x,1627.46
243.6,x,1607.84
243.7,x,1627.46
243.8,x,1627.46
243.9,x,1627.46
244,x,1607.84
244.1,x,1627.46
244.2,x,1607.84
244.3,x,1607.84
244.4,x,1627.46
244.5,x,1627.46
244.6,x,1627.46
244.7,x,1627.46
244.8,x,1627.46
244.9,x,1627.46
245,x,1607.84
245.1,x,1627.46
245.2,x,1607.84
245.3,x,1627.46
245.4,x,1627.46
245.5,x,1607.84
245.6,x,1549.02
245.7,x,1372.54
245.8,x,1352.94
245.9,x,1352.94
246,x,1352.94
246.1,x,1352.94
246.2,x,1352.94
246.3,x,1352.94
246.4,x,1352.94
246.5,x,1352.94
246.6,x,1352.94
246.7,x,1352.94
246.8,x,1352.94
246.9,x,1352.94
247,x,1352.94
247.1,x,1352.94
247.2,x,1352.94
247.3,x,1352.94
247.4,x,1352.94
247.5,x,1352.94
247.6,x,1352.94
247.7,x,1352.94
247.8,x,1352.94
247.9,x,1352.94
248,x,1352.94
248.1,x,1352.94
248.2,x,1352.94
248.3,x,1352.94
248.4,x,1352.94
248.5,x,1352.94
248.6,x,1352.94
248.7,x,1352.94
248.8,x,1352.94
248.9,x,1352.94
249,x,1352.94
249.1,x,1352.94
249.2,x,1352.94
249.3,x,1352.94
249.4,x,1352.94
249.5,x,1352.94
249.6,x,1352.94
249.7,x,1352.94
249.8,x,1352.94
249.9,x,1352.94
250,x,1352.94
250.1,x,1352.94
250.2,x,1352.94
250.3,x,1352.94
250.4,x,1352.94
250.5,x,1352.94
250.6,x,1352.94
250.7,x,1352.94
250.8,x,1352.94
250.9,x,1352.94
251,x,1352.94
251.1,x,1352.94
251.2,x,1352.94
251.3,x,1352.94
251.4,x,1352.94
251.5,x,1352.94
251.6,x,1352.94
251.7,x,1352.94
251.8,x,1352.94
251.9,x,1333.34
252,x,1313.72
252.1,x,1313.72
252.2,x,1313.72
252.3,x,1313.72
252.4,x,1313.72
252.5,x,1313.72
252.6,x,1313.72
252.7,x,1313.72
252.8,x,1313.72
252.9,x,1313.72
253,x,1313.72
253.1,x,1313.72
253.2,x,1313.72
253.3,x,1313.72
253.4,x,1313.72
253.5,x,1313.72
253.6,x,1333.34
253.7,x,1333.34
253.8,x,1313.72
253.9,x,1313.72
254,x,1313.72
254.1,x,1313.72
254.2,x,1313.72
254.3,x,1313.72
254.4,x,1313.72
254.5,x,1313.72
254.6,x,1313.72
254.7,x,1313.72
254.8,x,1313.72
254.9,x,1313.72
255,x,1313.72
255.1,x,1313.72
255.2,x,1313.72
255.3,x,1313.72
255.4,x,1313.72
255.5,x,1313.72
255.6,x,1313.72
255.7,x,1313.72
255.8,x,1313.72
255.9,x,1313.72
256,x,1313.72
256.1,x,1313.72
256.2,x,1313.72
256.3,x,1313.72
256.4,x,1333.34
256.5,x,1333.34
256.6,x,1294.12
256.7,x,1313.72
256.8,x,1313.72
256.9,x,1313.72
257,x,1313.72
257.1,x,1313.72
257.2,x,1313.72
257.3,x,1313.72
257.4,x,1313.72
257.5,x,1313.72
257.6,x,1313.72
257.7,x,1313.72
257.8,x,1313.72
257.9,x,1313.72
258,x,1313.72
258.1,x,1313.72
258.2,x,1313.72
258.3,x,1313.72
258.4,x,1313.72
258.5,x,1333.34
258.6,x,1333.34
258.7,x,1333.34
258.8,x,1313.72
258.9,x,1313.72
259,x,1313.72
259.1,x,1313.72
259.2,x,1313.72
259.3,x,1313.72
259.4,x,1313.72
259.5,x,1313.72
259.6,x,1313.72
259.7,x,1313.72
259.8,x,1313.72
259.9,x,1313.72
260,x,1313.72
260.1,x,1313.72
260.2,x,1313.72
260.3,x,1313.72
260.4,x,1313.72
260.5,x,1313.72
260.6,x,1313.72
260.7,x,1313.72
260.8,x,1313.72
260.9,x,1313.72
261,x,1313.72
261.1,x,1313.72
261.2,x,1313.72
261.3,x,1313.72
261.4,x,1313.72
261.5,x,1313.72
261.6,x,1313.72
261.7,x,1313.72
261.8,x,1313.72
261.9,x,1313.72
262,x,1313.72
262.1,x,1313.72
262.2,x,1313.72
262.3,x,1313.72
262.4,x,1313.72
262.5,x,1313.72
262.6,x,1313.72
262.7,x,1313.72
262.8,x,1313.72
262.9,x,1333.34
263,x,1333.34
263.1,x,1333.34
263.2,x,1313.72
263.3,x,1294.12
263.4,x,1313.72
263.5,x,1313.72
263.6,x,1313.72
263.7,x,1313.72
263.8,x,1313.72
263.9,x,1313.72
264,x,1313.72
264.1,x,1313.72
264.2,x,1313.72
264.3,x,1313.72
264.4,x,1313.72
264.5,x,1313.72
264.6,x,1313.72
264.7,x,1313.72
264.8,x,1313.72
264.9,x,1313.72
265,x,1313.72
265.1,x,1313.72
265.2,x,1313.72
265.3,x,1313.72
265.4,x,1313.72
265.5,x,1137.26
265.6,x,1117.64
265.7,x,1117.64
265.8,x,1117.64
265.9,x,1117.64
266,x,1117.64
266.1,x,1117.64
266.2,x,1117.64
266.3,x,1117.64
266.4,x,1117.64
266.5,x,1117.64
266.6,x,1117.64
266.7,x,1117.64
266.8,x,1117.64
266.9,x,1117.64
267,x,1117.64
