Time (s),Powertrain 1 - electrical power (W),Powertrain 1 - mechanical power (W),Powertrain 1 - motor & ESC efficiency (%),Powertrain 1 - propeller efficiency (N/W),Powertrain 1 - powertrain efficiency (N/W)
430.996395,-2.5077428817749023,0,0,0,0.0811007171869278
431.996395,-2.5824053287506104,0,0,0,0.07920432835817337
432.996395,-2.5017600059509277,0,0,0,0.0817628800868988
433.996395,-2.719510078430176,0,0,0,0.07500400394201279
434.996395,-2.33288836479187,0,0,0,0.08800876885652542
435.996395,-2.411923885345459,0,0,0,0.08477213233709335
436.996395,-2.39890193939209,0,0,0,0.08537083119153976
437.996395,-2.7187397480010986,0,0,0,0.07546182721853256
438.996395,-2.4916670322418213,0,0,0,0.08213482052087784
439.996395,-2.3295440673828125,0,0,0,0.08757796883583069
440.996395,-2.510624885559082,0,0,0,0.08142410963773727
441.996395,-2.607193946838379,0,0,0,0.07783009111881256
442.996395,-2.376112461090088,0,0,0,0.0861528068780899
443.996395,-2.3270397186279297,0,0,0,0.08719286322593689
444.996395,-2.4827444553375244,0,0,0,0.08270755410194397
445.996395,-2.4585986137390137,0,0,0,0.08314647525548935
446.996395,-2.5785460472106934,0,0,0,0.07963457703590393
447.996395,-2.550525426864624,0,0,0,0.08075828105211258
448.996395,-2.3665380477905273,0,0,0,0.08685404062271118
449.996395,-2.648859977722168,0,0,0,0.07813329249620438
450.996395,-2.4466373920440674,0,0,0,0.08374281227588654
451.996395,-2.382760763168335,0,0,0,0.08656994998455048
452.996395,-2.2599005699157715,0,0,0,0.09027750790119171
453.996395,-2.3396854400634766,0,0,0,0.08739880472421646
454.996395,-2.515890121459961,0,0,0,0.08141199499368668
455.996395,-2.715648889541626,0,0,0,0.07514850050210953
456.996395,-2.6368017196655273,0,0,0,0.0776996910572052
457.996395,-2.3438453674316406,0,0,0,0.08776095509529114
458.996395,-2.3747305870056152,0,0,0,0.08646871149539948
459.996395,-2.63073992729187,0,0,0,0.07786707580089569
460.996395,-2.7069473266601562,0,0,0,0.07588756084442139
461.996395,-2.6412506103515625,0,0,0,0.0774344876408577
462.996395,-2.82497239112854,0,0,0,0.07207327336072922
463.996395,-2.948117971420288,0,0,0,0.06944837421178818
464.996395,-3.2303483486175537,0,0,0,0.06332934647798538
465.996395,-2.897534132003784,0,0,0,0.0704658031463623
466.996395,-2.5378384590148926,0,0,0,0.08105950057506561
467.996395,-2.9375531673431396,0,0,0,0.06978531181812286
468.996395,-2.5829594135284424,0,0,0,0.07946736365556717
469.996395,-2.604692220687866,0,0,0,0.07886610180139542
470.996395,-2.601243495941162,0,0,0,0.07860242575407028
471.996395,-2.687995195388794,0,0,0,0.07634831219911575
472.996395,-3.041513681411743,0,0,0,0.06723471730947495
473.996395,-2.5774271488189697,0,0,0,0.08042500168085098
474.996395,-2.36018443107605,0,0,0,0.08657543361186981
475.996395,-2.9486887454986572,0,0,0,0.06935581564903259
476.996395,-3.0571696758270264,0,0,0,0.06716786324977875
477.996395,-2.4184138774871826,0,0,0,0.0849253386259079
478.996395,-2.717118263244629,0,0,0,0.07511583715677261
479.996395,-2.6716408729553223,0,0,0,0.07633288949728012
480.996395,-2.781934976577759,0,0,0,0.07322956621646881
481.996395,-2.6787126064300537,0,0,0,0.07708172500133514
482.996395,-2.3652307987213135,0,0,0,0.08633005619049072
483.996395,-2.56289005279541,0,0,0,0.07997718453407288
484.996395,-2.557809591293335,0,0,0,0.08029188960790634
485.996395,-2.4888522624969482,0,0,0,0.0826401337981224
486.996395,-2.8738083839416504,0,0,0,0.07149313390254974
487.996395,-2.563436985015869,0,0,0,0.08001677691936493
488.996395,-2.8384881019592285,0,0,0,0.07246837019920349
489.996395,-2.3939263820648193,0,0,0,0.0858345776796341
490.996395,-2.7118916511535645,0,0,0,0.07598995417356491
491.996395,-2.83677339553833,0,0,0,0.07231455296278
492.996395,-2.4706637859344482,0,0,0,0.08347184211015701
493.996395,-2.3103866577148438,0,0,0,0.08933848887681961
494.996395,-2.8128151893615723,0,0,0,0.07292056083679199
495.996395,-2.5967235565185547,0,0,0,0.07896557450294495
496.996395,-2.8612782955169678,0,0,0,0.07182357460260391
497.996395,-2.61836576461792,0,0,0,0.07814067602157593
498.996395,-2.590479850769043,0,0,0,0.07904098182916641
499.996395,-2.6524648666381836,0,0,0,0.0774879902601242
500.996395,-2.7934353351593018,0,0,0,0.07351347804069519
501.996395,-2.5845274925231934,0,0,0,0.07970187813043594
502.996395,-2.935091257095337,0,0,0,0.06956698000431061
503.996395,-2.714782476425171,0,0,0,0.07556142657995224
504.996395,-2.73834228515625,0,0,0,0.07474628835916519
505.996395,-2.7270290851593018,0,0,0,0.07497134804725647
506.996395,-2.7600395679473877,0,0,0,0.07375042885541916
507.996395,-3.191011667251587,0,0,0,0.06380105018615723
508.996395,-2.5268173217773438,0,0,0,0.08064784854650497
509.996395,-2.7183151245117188,0,0,0,0.07509824633598328
510.996395,-2.6167469024658203,0,0,0,0.07816024124622345
511.996395,-2.580036163330078,0,0,0,0.07892892509698868
512.996395,-2.846841335296631,0,0,0,0.0715334340929985
513.996395,-2.575094699859619,0,0,0,0.07951522618532181
514.996395,-2.548516273498535,0,0,0,0.08009634912014008
515.996395,-2.565897226333618,0,0,0,0.07928381860256195
516.996395,-2.5615806579589844,0,0,0,0.08002316206693649
517.996395,-2.6270716190338135,0,0,0,0.07729826122522354
518.996395,-2.4483094215393066,0,0,0,0.08401961624622345
519.996395,-2.6908318996429443,0,0,0,0.07582200318574905
520.996395,-2.3216989040374756,0,0,0,0.08757342398166656
521.996395,-2.3851282596588135,0,0,0,0.08595480024814606
522.996395,-2.459080934524536,0,0,0,0.08264721184968948
523.996395,-2.5456981658935547,0,0,0,0.08064944297075272
524.996395,-2.415999174118042,0,0,0,0.08486167341470718
525.996395,-2.78829026222229,0,0,0,0.07372987270355225
526.996395,-2.538196086883545,0,0,0,0.08087345957756042
527.996395,-2.3448050022125244,0,0,0,0.08724026381969452
528.996395,-2.4213907718658447,0,0,0,0.08425109088420868
529.996395,-2.165372610092163,0,0,0,0.09464862942695618
530.996395,-2.4374091625213623,0,0,0,0.08460814505815506
531.996395,-2.829360008239746,0,0,0,0.07187908887863159
532.996395,-2.544495105743408,0,0,0,0.08047101646661758
533.996395,-2.305070400238037,0,0,0,0.0890999287366867
534.996395,-2.58455753326416,0,0,0,0.07976813614368439
535.996395,-2.7077131271362305,0,0,0,0.07542763650417328
536.996395,-2.6967647075653076,0,0,0,0.07617201656103134
537.996395,-2.4353842735290527,0,0,0,0.08419819176197052
538.996395,-2.6726412773132324,0,0,0,0.07662947475910187
539.996395,-2.175912618637085,0,0,0,0.09330242872238159
540.996395,-2.35134220123291,0,0,0,0.08673612773418427
541.996395,-2.615936279296875,0,0,0,0.07826407998800278
542.996395,-2.6130552291870117,0,0,0,0.07854148745536804
543.996395,-2.4323222637176514,0,0,0,0.08394865691661835
544.996395,-2.8028759956359863,0,0,0,0.07283570617437363
545.996395,-2.765143871307373,0,0,0,0.07418391853570938
546.996395,-2.6905040740966797,0,0,0,0.07641156762838364
547.996395,-2.6251609325408936,0,0,0,0.07815470546483994
548.996395,-2.436246395111084,0,0,0,0.08354046940803528
549.996395,-2.557703971862793,0,0,0,0.0796874612569809
550.996395,-2.2450826168060303,0,0,0,0.09185943752527237
551.996395,-2.556791067123413,0,0,0,0.07991115003824234
552.996395,-2.7000932693481445,0,0,0,0.07584671676158905
553.996395,-2.406836748123169,0,0,0,0.08506222069263458
554.996395,-2.749674081802368,0,0,0,0.07417195290327072
555.996395,-2.314157485961914,0,0,0,0.08809511363506317
556.996395,-2.402855634689331,0,0,0,0.08538973331451416
557.996395,-2.5416009426116943,0,0,0,0.08060818910598755
558.996395,-2.3816280364990234,0,0,0,0.08573667705059052
559.996395,-2.3597471714019775,0,0,0,0.08754928410053253
560.996395,-2.943556308746338,0,0,0,0.06938525289297104
561.996395,-2.531440019607544,0,0,0,0.08126233518123627
562.996395,-2.3772826194763184,0,0,0,0.08631914108991623
563.996395,-2.3695783615112305,0,0,0,0.08651034533977509
564.996395,-2.394906759262085,0,0,0,0.08508577942848206
565.996395,-2.4575345516204834,0,0,0,0.08284978568553925
566.996395,-2.2964141368865967,0,0,0,0.08900607377290726
567.996395,-2.5527637004852295,0,0,0,0.0802689716219902
568.996395,-2.391578435897827,0,0,0,0.08550146967172623
569.996395,-2.7511327266693115,0,0,0,0.07382820546627045
570.996395,-2.568840980529785,0,0,0,0.0798388347029686
571.996395,-2.978945732116699,0,0,0,0.06853529065847397
572.996395,-2.7496278285980225,0,0,0,0.07449480891227722
573.996395,-2.6681623458862305,0,0,0,0.07599479705095291
574.996395,-2.986478328704834,0,0,0,0.0680965706706047
575.996395,-2.9034345149993896,0,0,0,0.07032708078622818
576.996395,-2.3149306774139404,0,0,0,0.0880441814661026
577.996395,-2.739494800567627,0,0,0,0.07430042326450348
578.996395,-2.777822256088257,0,0,0,0.07391892373561859
579.996395,-2.6827855110168457,0,0,0,0.07594772428274155
580.996395,-3.0091552734375,0,0,0,0.06709426641464233
581.996395,-2.851578950881958,0,0,0,0.07134164124727249
582.996395,-2.9254307746887207,0,0,0,0.06894739717245102
583.996395,-2.7059524059295654,0,0,0,0.07448706775903702
584.996395,-2.952666759490967,0,0,0,0.06860971450805664
585.996395,-2.7712955474853516,0,0,0,0.07275126129388809
586.996395,-2.2762274742126465,0,0,0,0.08941259235143661
587.996395,-2.524038076400757,0,0,0,0.0802847146987915
588.996395,-2.507995843887329,0,0,0,0.08197757601737976
589.996395,-2.5282392501831055,0,0,0,0.08013224601745605
590.996395,-2.661646842956543,0,0,0,0.07680197060108185
591.996395,-2.287123441696167,0,0,0,0.08934879302978516
592.996395,-2.461650848388672,0,0,0,0.0830792784690857
593.996395,-2.801882743835449,0,0,0,0.07260313630104065
594.996395,-2.528778553009033,0,0,0,0.08021154254674911
595.996395,-2.5264718532562256,0,0,0,0.08043988794088364
596.996395,-2.650128126144409,0,0,0,0.07695004343986511
597.996395,-2.7267532348632812,0,0,0,0.07560331374406815
598.996395,-2.761444330215454,0,0,0,0.07403525710105896
599.996395,-2.836081027984619,0,0,0,0.07166142761707306
600.996395,-2.8125643730163574,0,0,0,0.07220681011676788
601.996395,-2.431053400039673,0,0,0,0.08384117484092712
602.996395,-2.6780471801757812,0,0,0,0.07649824768304825
603.996395,-2.679986000061035,0,0,0,0.07562365382909775
604.996395,-2.773092031478882,0,0,0,0.07383228838443756
605.996395,-2.4243357181549072,0,0,0,0.08489006757736206
606.996395,-2.499300479888916,0,0,0,0.08154516667127609
607.996395,-2.746798276901245,0,0,0,0.0740516409277916
608.996395,-2.79866099357605,0,0,0,0.07251086831092834
609.996395,-2.941929817199707,0,0,0,0.06919942051172256
610.996395,-2.7217748165130615,0,0,0,0.07454031705856323
611.996395,-2.797356367111206,0,0,0,0.07288813591003418
612.996395,-3.029103994369507,0,0,0,0.06716887652873993
613.996395,-2.5998239517211914,0,0,0,0.07854657620191574
614.996395,-2.7267489433288574,0,0,0,0.07518379390239716
615.996395,-2.5734009742736816,0,0,0,0.07985550910234451
616.996395,-2.649733066558838,0,0,0,0.07708141952753067
617.996395,-2.6735880374908447,0,0,0,0.076762855052948
618.996395,-2.8573153018951416,0,0,0,0.07143381237983704
619.996395,-2.593022584915161,0,0,0,0.07823358476161957
620.996395,-2.8739824295043945,0,0,0,0.07082635909318924
621.996395,-2.6077969074249268,0,0,0,0.07751406729221344
622.996395,-2.4247241020202637,0,0,0,0.0835743173956871
623.996395,-2.6367273330688477,0,0,0,0.0775003731250763
624.996395,-2.7241430282592773,0,0,0,0.07512923330068588
625.996395,-2.4711005687713623,0,0,0,0.08236940950155258
626.996395,-2.7239508628845215,0,0,0,0.07467525452375412
627.996395,-2.6342568397521973,0,0,0,0.0771118625998497
628.996395,-2.5931572914123535,0,0,0,0.07767920941114426
629.996395,-2.792459011077881,0,0,0,0.07241668552160263
630.996395,-2.996009349822998,0,0,0,0.06743133813142776
631.996395,-2.9116671085357666,0,0,0,0.06988545507192612
632.996395,-3.058145046234131,0,0,0,0.0667261928319931
633.996395,-2.9744205474853516,0,0,0,0.06862989068031311
634.996395,-2.7155489921569824,0,0,0,0.07398780435323715
635.996395,-2.861860752105713,0,0,0,0.07059843838214874
636.996395,-2.8030383586883545,0,0,0,0.07194589823484421
637.996395,-2.711771011352539,0,0,0,0.07512366771697998
638.996395,-2.6666486263275146,0,0,0,0.07625813037157059
