Time;Input voltage [V];Input current [A];Motor revolutions [x100rpm];Controller temperature [°C];BEC voltage [V];BEC current [A];BEC temperature [°C];Input request [%];Incoming power [W];Cruising speed (car) [km/h];Motor temperature [°C];Battery temperature [°C];Output power [%];Automatic regulation;I*T fuse;Low voltage;High current;ESC overheated;Motor overheated;Battery overheated;HW current fuse;HW overvoltage/undervoltage;Pulse current [A];Capacity [%];Motor run time [s];Lowest cell [V];Highest cell [V];Lower cell index;Highest voltage cell index;
13:28:31.452;17.201;0.3;0;27;8.248;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:31.756;16.992;0.5;0;27;8.248;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:32.045;16.923;0.8;0;26;8.246;0;36;0;10;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:32.348;16.888;0.3;0;29;8.264;0;36;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:32.653;16.923;0;0;26;8.239;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:32.956;16.957;0;0;27;8.248;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:33.259;16.975;0.5;0;27;8.248;0.019;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:33.548;16.888;0;0;26;8.25;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:33.853;16.94;0.5;0;27;8.248;0;36;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:34.156;16.87;0.6;0;27;8.235;0;36;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:34.461;16.888;0;0;27;8.25;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:34.748;17.079;0;0;28;8.279;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:35.051;16.94;0;0;26;8.25;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:35.357;17.236;0.3;0;26;8.248;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:35.662;16.992;0;0;26;8.248;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:35.964;16.87;1.1;0;26;8.257;0;36;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:36.253;16.975;0;0;27;8.246;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:36.557;16.923;0.1;0;27;8.248;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:36.862;16.957;1.5;0;26;8.241;0;36;0;20;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:37.166;16.94;0.5;0;27;8.25;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:37.453;16.94;0.6;0;27;8.27;0.004;36;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:37.757;16.957;0.1;0;26;8.248;0;36;0;0;0;23;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:38.061;16.94;2.8;0;26;8.248;0.015;36;0;40;0;23;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:38.367;16.923;0;0;27;8.23;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:38.653;16.975;0.1;0;27;8.25;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:38.959;16.94;0.1;0;26;8.25;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:39.262;16.888;0.8;0;26;8.246;0;36;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:39.566;16.923;0;0;26;8.248;0.012;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:39.853;16.975;0.6;0;26;8.25;0;36;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:40.158;16.766;0;0;26;8.252;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:40.463;16.957;0.6;0;27;8.248;0;36;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:40.765;16.94;0;0;26;8.25;0;36;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:41.071;16.957;1.3;0;27;8.248;0;36;0;20;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:41.359;16.853;0.8;0;26;8.248;0;36;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
13:28:41.663;16.957;0.6;0;26;8.25;0;36;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;14;0;0;0;0;
