Time;Input voltage [V];Input current [A];Motor revolutions [x100rpm];Controller temperature [°C];BEC voltage [V];BEC current [A];BEC temperature [°C];Input request [%];Incoming power [W];Cruising speed (car) [km/h];Motor temperature [°C];Battery temperature [°C];Output power [%];Automatic regulation;I*T fuse;Low voltage;High current;ESC overheated;Motor overheated;Battery overheated;HW current fuse;HW overvoltage/undervoltage;Pulse current [A];Capacity [%];Motor run time [s];Lowest cell [V];Highest cell [V];Lower cell index;Highest voltage cell index;
13:43:23.652;16.923;0.8;0;25;8.25;0.023;29;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:23.957;17.097;0.1;0;25;8.252;0.027;29;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:24.261;16.835;1;0;25;8.255;0.008;29;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:24.566;16.888;1;0;25;8.252;0.019;29;0;10;0;23;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:24.853;16.94;0.3;0;25;8.252;0.019;29;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:25.159;16.905;0;0;27;8.264;0.019;29;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:25.462;16.905;0.6;0;24;8.25;0.004;29;0;10;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:25.766;16.957;0.3;0;25;8.252;0;29;0;0;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:26.054;16.975;1.5;0;25;8.252;0.054;29;0;20;0;24;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:26.358;16.957;1;0;25;8.243;0;29;0;10;0;23;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
13:43:26.661;16.94;0.3;0;23;8.252;0.004;29;0;0;0;25;0;-27.451;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;
