Time (s),Powertrain 1 - ESC throttle (μs),Powertrain 1 - force Fz (thrust) (N),Powertrain 1 - torque MZ (torque) (N⋅m),Powertrain 1 - voltage (V),Powertrain 1 - current (A),Powertrain 1 - rotation speed (rpm),Powertrain 1 - electrical power (W),Powertrain 1 - mechanical power (W),Powertrain 1 - motor & ESC efficiency (%),Powertrain 1 - propeller efficiency (N/W),Powertrain 1 - powertrain efficiency (N/W)
0,1180,0.31653735041618347,0.049307819455862045,16.944622039794922,1.084636926651001,1819.2062779349915,18.37876319885254,9.393476486206055,51.1104941368103,0.033697571605443954,0.017222994938492775
0.1,1180,0.3142409026622772,0.048832789063453674,16.944616317749023,1.0900589227676392,1818.9071338631827,18.470630645751953,9.301450729370117,50.35805702209473,0.03378407657146454,0.017013004049658775
0.2,1180,0.3116001784801483,0.049496255815029144,16.94466781616211,1.085808277130127,1819.9754847323993,18.39866065979004,9.433362007141113,51.27200484275818,0.03303172066807747,0.01693602465093136
0.3,1180,0.31070294976234436,0.04851645976305008,16.944665908813477,1.0814481973648071,1820.4832865298927,18.324777603149414,9.249205589294434,50.473761558532715,0.03359239548444748,0.01695534586906433
0.4,1180,0.3103991150856018,0.04887053743004799,16.944623947143555,1.0788782835006714,1820.2414067640852,18.281187057495117,9.315468788146973,50.95658898353577,0.033320825546979904,0.01697915606200695
0.5,1180,0.31149813532829285,0.048969656229019165,16.944658279418945,1.0816075801849365,1820.2546664379938,18.327470779418945,9.334430694580078,50.93136429786682,0.03337087854743004,0.016996242105960846
0.6,1180,0.31248554587364197,0.048528824001550674,16.944698333740234,1.0746972560882568,1820.30333381256,18.210420608520508,9.25064754486084,50.79864859580994,0.03377985581755638,0.017159709706902504
0.7,1180,0.31251662969589233,0.04911794885993004,16.944704055786133,1.0745649337768555,1820.4538529680292,18.20818519592285,9.36372184753418,51.42589807510376,0.03337525576353073,0.01716352440416813
0.8,1180,0.31245261430740356,0.04862767085433006,16.944747924804688,1.0733402967453003,1820.4950890967784,18.187480926513672,9.270466804504395,50.97169280052185,0.033704087138175964,0.017179543152451515
0.9,1180,0.3135349452495575,0.048698004335165024,16.944738388061523,1.0783802270889282,1820.6355542137894,18.272871017456055,9.284591674804688,50.81079602241516,0.033769384026527405,0.017158493399620056
1,1180,0.314503937959671,0.04922661557793617,16.944753646850586,1.0847245454788208,1819.3741366640336,18.380390167236328,9.37887191772461,51.02651119232178,0.033533237874507904,0.01711084134876728
1.1,1180,0.31505775451660156,0.048684392124414444,16.94478416442871,1.0707615613937378,1818.6903163381699,18.143823623657227,9.272079467773438,51.103222370147705,0.03397919237613678,0.017364462837576866
1.2,1180,0.315505713224411,0.048971034586429596,16.94478416442871,1.0807929039001465,1818.0593889972383,18.31380271911621,9.32343578338623,50.90933442115784,0.03384007140994072,0.01722775585949421
1.3,1180,0.3171665370464325,0.0491495355963707,16.944761276245117,1.0875616073608398,1818.1082020825068,18.4284725189209,9.357670783996582,50.77833533287048,0.03389374911785126,0.01721068099141121
1.4,1180,0.31817060708999634,0.04844405874609947,16.944734573364258,1.1017580032348633,1818.3279338215655,18.668996810913086,9.224468231201172,49.4106262922287,0.03449202701449394,0.017042726278305054
1.5,1180,0.31744393706321716,0.04914636164903641,16.944721221923828,1.0905821323394775,1819.4414550084932,18.479610443115234,9.363927841186523,50.6716787815094,0.03390072286128998,0.017178064212203026
1.6,1180,0.31676632165908813,0.04891100525856018,16.94474220275879,1.0870404243469238,1819.8911182357713,18.419620513916016,9.321388244628906,50.605762004852295,0.033982738852500916,0.017197223380208015
1.7,1180,0.31706559658050537,0.048765916377305984,16.94468879699707,1.0821841955184937,1820.2179473410158,18.3372745513916,9.295406341552734,50.69132447242737,0.034109920263290405,0.017290771007537842
1.8,1180,0.3152403235435486,0.04908145219087601,16.944704055786133,1.0892738103866577,1820.2054162206186,18.457422256469727,9.355487823486328,50.68686008453369,0.0336957648396492,0.017079325392842293
1.9,1180,0.31619375944137573,0.04857800155878067,16.9447021484375,1.0881917476654053,1820.6371570315146,18.439085006713867,9.261720657348633,50.22873878479004,0.03413985297083855,0.01714801788330078
2,1180,0.31538739800453186,0.0486496165394783,16.944732666015625,1.0936874151229858,1820.0731109029362,18.532241821289062,9.272500991821289,50.034427642822266,0.03401319682598114,0.017018308863043785
2.1,1180,0.31565022468566895,0.048975080251693726,16.944751739501953,1.0823906660079956,1820.373274949661,18.34084129333496,9.33607292175293,50.903189182281494,0.03380974382162094,0.017210237681865692
2.2,1180,0.3143647611141205,0.04844311624765396,16.944774627685547,1.0836268663406372,1820.515780016504,18.361812591552734,9.235387802124023,50.296711921691895,0.034039150923490524,0.017120573669672012
2.3,1180,0.3132786750793457,0.04870454594492912,16.944765090942383,1.096567153930664,1820.4698811452815,18.581073760986328,9.284994125366211,49.970170855522156,0.0337403230369091,0.016860095784068108
2.4,1180,0.3124465048313141,0.04853455722332001,16.944746017456055,1.0884250402450562,1820.4824122656787,18.443086624145508,9.25265121459961,50.1686692237854,0.03376832231879234,0.016941118985414505
2.5,1180,0.31115177273750305,0.04879119619727135,16.94470977783203,1.0791335105895996,1820.424856538273,18.28560447692871,9.30128288269043,50.86669325828552,0.03345256671309471,0.01701621524989605
2.6,1180,0.30761581659317017,0.04910097271203995,16.94470977783203,1.075744390487671,1820.4863464546406,18.22817611694336,9.360652923583984,51.35265588760376,0.032862644642591476,0.016875840723514557
2.7,1180,0.30724772810935974,0.048671647906303406,16.94469451904297,1.0666587352752686,1820.5288939797103,18.074207305908203,9.279023170471191,51.33848190307617,0.03311207890510559,0.01699923723936081
2.8,1180,0.30561643838882446,0.04892345517873764,16.94467544555664,1.0838578939437866,1820.849748946161,18.365619659423828,9.328672409057617,50.79421401023865,0.03276097774505615,0.01664068177342415
2.9,1180,0.3054320216178894,0.04836993291974068,16.944704055786133,1.0846855640411377,1820.1449462791668,18.379676818847656,9.219557762145996,50.16169548034668,0.033128708600997925,0.016617922112345695
3,1180,0.30474719405174255,0.04881294444203377,16.944719314575195,1.0942879915237427,1820.7525599077312,18.542402267456055,9.307104110717773,50.19361972808838,0.032743506133556366,0.016435151919722557
3.1,1180,0.3037910461425781,0.04898026958107948,16.94471549987793,1.0992382764816284,1820.3954229764095,18.626279830932617,9.337175369262695,50.12904405593872,0.03253564611077309,0.01630980707705021
3.2,1180,0.30446797609329224,0.04846429452300072,16.944746017456055,1.0984745025634766,1820.1848710115953,18.613370895385742,9.237746238708496,49.6296226978302,0.032959118485450745,0.016357487067580223
